,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
44444,24.05,82.75,2.886766079318084e+20,6.824315744642295e+19,6.405311543348409e+20
44445,24.05,82.85000000000002,2.0667194504850663e+20,5.98022044263006e+19,3.434221082255377e+20
44446,24.05,82.95,1.3825272379089143e+20,4.131348712894725e+19,2.248688470348174e+20
44447,24.05,83.05000000000003,1.0790930648429306e+20,3.1301662975504736e+19,2.2519078119416997e+20
44448,24.05,83.15,8.379906690454267e+19,2.467749630426327e+19,2.1770798947701047e+20
44726,24.15,82.55000000000003,7.786345477281812e+19,2.011921563978792e+19,2.8725187612799e+20
44727,24.15,82.65,1.691457581014042e+20,2.764440419596172e+19,6.511686360850973e+20
44728,24.15,82.75,1.9898065719822333e+20,3.747891575549394e+19,4.7982422484652045e+20
44729,24.15,82.85000000000002,1.7756173214833076e+20,3.636668965485673e+19,3.4135217171764904e+20
44730,24.15,82.95,8.94068155121285e+19,3.4185382570908135e+19,1.4940644133176594e+20
44731,24.15,83.05000000000003,7.577647519050226e+19,2.4979879371754426e+19,1.5901560535543074e+20
45011,24.25,82.65,7.350954620001244e+19,1.5873246028570796e+19,3.5954689333590753e+20
45012,24.25,82.75,8.790859258899967e+19,1.908135397486017e+19,3.7858184192855874e+20
47897,25.250000000000004,87.25,9.193658709948522e+19,1.7205596702718636e+19,1.490348437617026e+20
64807,31.250000000000004,74.25,7.721790154142068e+19,4.846272273765155e+19,9.570856799553198e+19
