,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
43102,23.55,90.55,2.377643091134598e+20,2.112436627221338e+19,4.2569855883539035e+20
43103,23.55,90.65,1.490686669308959e+20,2.269009847859066e+19,3.965206565334556e+20
43352,23.65,87.15,8.684404109321472e+19,3.988656073249137e+19,2.1600101672100505e+20
43384,23.65,90.35,1.108427448575312e+20,2.283859763292163e+19,3.104074433424624e+20
43385,23.65,90.45,2.191386090834678e+20,2.854548259578866e+19,4.5147559963514687e+20
43386,23.65,90.55,2.927533945742212e+20,3.600866423826623e+19,4.288646924092641e+20
43387,23.65,90.65,1.422948496134403e+20,3.064005238949586e+19,3.0951141967556326e+20
43668,23.75,90.35,1.5101196338695317e+20,2.8092663044980625e+19,3.570136187491604e+20
43669,23.75,90.45,1.8906598804510536e+20,3.959844761418215e+19,3.541045767360103e+20
43670,23.75,90.55,1.684908500407231e+20,5.087869411632613e+19,2.495069660685436e+20
43671,23.75,90.65,9.849035024443684e+19,4.5235540097179e+19,1.679306763171995e+20
43878,23.85,82.95,8.818111499509113e+19,9.57469446449285e+18,3.369727247791627e+20
43951,23.85,90.25,9.405584569449542e+19,2.7762430744596595e+19,1.988081259473024e+20
43952,23.85,90.35,1.823053225701474e+20,3.0114583476402696e+19,3.320083814395618e+20
43953,23.85,90.45,1.532811458644135e+20,5.7733572425446736e+19,2.485094997288492e+20
43954,23.85,90.55,9.159509199027713e+19,5.482221339067838e+19,1.4463450901002365e+20
44161,23.95,82.85000000000002,1.194504963268784e+20,1.3364079497774125e+19,3.997282023467389e+20
44162,23.95,82.95,1.196288457587619e+20,1.1619841587533005e+19,2.4049802383200072e+20
44163,23.95,83.05000000000003,9.080452785532874e+19,1.020226915948948e+19,2.116892162560736e+20
44235,23.95,90.25,1.1250811952613922e+20,3.1524975512373965e+19,2.779671968110001e+20
44236,23.95,90.35,2.02252215685004e+20,4.388457875281674e+19,3.5617890784937175e+20
44237,23.95,90.45,1.115081482730887e+20,5.495944643961835e+19,1.9637975710953003e+20
44444,24.05,82.75,1.4581227148127494e+20,4.089341122794126e+19,4.2322367683231934e+20
44445,24.05,82.85000000000002,1.363174170837914e+20,2.853235422150111e+19,2.872853341909133e+20
44446,24.05,82.95,9.291669959978146e+19,1.4336239013254207e+19,2.551852842728182e+20
44520,24.05,90.35,1.3472790523388323e+20,5.543995463154636e+19,1.7997363677965897e+20
44521,24.05,90.45,9.384715181045042e+19,6.181240162579363e+19,1.5671779364352465e+20
44728,24.15,82.75,1.2445255785872142e+20,4.966662923644e+19,3.103348421870307e+20
44729,24.15,82.85000000000002,1.25699140857227e+20,4.9564811659338375e+19,3.251626832191364e+20
44804,24.15,90.35,1.090539536872382e+20,5.667306308152187e+19,1.8179778240247733e+20
44805,24.15,90.45,1.1285421995639624e+20,8.18751916808218e+19,1.4510167966259788e+20
45088,24.25,90.35,1.0569044696811623e+20,3.7328743541625545e+19,2.0217413473515726e+20
45089,24.25,90.45,9.016045018794322e+19,4.039073520875382e+19,1.2778804871382127e+20
46200,24.65,87.95,1.107136532380197e+20,2.601672644454656e+19,2.7588454180812567e+20
46484,24.750000000000004,87.95,8.686263826875076e+19,1.895754509124059e+19,2.8951459914239505e+20
47613,25.15,87.25,8.756407488053735e+19,2.5695774117571826e+19,2.308871016933881e+20
47897,25.250000000000004,87.25,1.0288832663516778e+20,3.606701968717715e+19,2.301303059808095e+20
56885,28.45,77.25,8.797252001712896e+19,2.9610336754229973e+19,1.489364537656404e+20
57169,28.55,77.25,1.0140749315452838e+20,4.043092503113297e+19,1.508310295315034e+20
57170,28.55,77.35,9.029940024311733e+19,3.175739125673001e+19,1.5933092293454964e+20
57453,28.65,77.25,8.858914262366575e+19,5.116145793967973e+19,1.521604006232115e+20
71611,33.65000000000001,73.05000000000003,8.928646334278223e+19,2.3272362912055157e+19,1.5466557456546942e+20
71612,33.65000000000001,73.15,9.693567908886684e+19,2.4822738368039723e+19,1.7191302143182563e+20
