,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
43597,23.75,83.25,1.0780642826776887e+20,1.3200010459924718e+19,2.0241284607561305e+20
43598,23.75,83.35000000000002,1.08236412442077e+20,9.5369627648674e+18,2.0693586211928657e+20
43875,23.85,82.65,1.4684905857047826e+20,3.4013777076690805e+19,2.5968434006426567e+20
43876,23.85,82.75,2.320847531733236e+20,3.4179838473768837e+19,4.299896678728783e+20
43877,23.85,82.85000000000002,2.0205143010479433e+20,3.455045311775066e+19,3.695524070918379e+20
43878,23.85,82.95,8.940105275956655e+19,6.093232515135788e+19,1.1786978036777524e+20
43879,23.85,83.05000000000003,8.882824481884309e+19,5.570930801997025e+19,1.2194718161771592e+20
43880,23.85,83.15,1.1384980409310033e+20,2.1511186199887376e+19,2.0618842198631324e+20
43881,23.85,83.25,9.389203406183277e+19,1.4291322385833732e+19,1.734927457378318e+20
43882,23.85,83.35000000000002,8.040471401298716e+19,9.783411255285676e+18,1.5102601677068865e+20
43883,23.85,83.45,7.790856428559989e+19,1.044676044925486e+19,1.4537036812194492e+20
44158,23.95,82.55000000000003,7.206169074299835e+19,3.620563663897914e+19,1.0791774484701756e+20
44159,23.95,82.65,2.0236204765969308e+20,3.391339178862121e+19,3.7081070353076486e+20
44160,23.95,82.75,2.409583597492634e+20,5.855204382006034e+19,4.233646756784665e+20
44161,23.95,82.85000000000002,1.8025298395131796e+20,5.882419559616661e+19,3.016817723064692e+20
44163,23.95,83.05000000000003,8.03125136788516e+19,5.374065583174015e+19,1.0688437152596309e+20
44164,23.95,83.15,9.650540308365792e+19,2.182115222364309e+19,1.7118965394367273e+20
44165,23.95,83.25,9.69949168975308e+19,1.0980555801179578e+19,1.83009277993882e+20
44166,23.95,83.35000000000002,8.274083763785058e+19,8.785664461214001e+18,1.5669601081448717e+20
44167,23.95,83.45,7.77727399538982e+19,1.257144894455497e+19,1.429740309632414e+20
44442,24.05,82.55000000000003,1.0574976501992143e+20,2.9924152384550625e+19,1.8157537765529223e+20
44443,24.05,82.65,2.71207670294285e+20,5.740363516304107e+19,4.8501170542552895e+20
44444,24.05,82.75,2.583755300895756e+20,6.107619165193844e+19,4.556748685272128e+20
44445,24.05,82.85000000000002,1.50164311227528e+20,5.454958191452568e+19,2.4577904054053028e+20
44450,24.05,83.35000000000002,8.087448589739423e+19,7.62731331525103e+18,1.5412165847953742e+20
44727,24.15,82.65,1.6428497594520224e+20,5.280201296060366e+19,2.757679389298008e+20
44728,24.15,82.75,1.709874836479429e+20,6.61700226098462e+19,2.758049446860396e+20
44729,24.15,82.85000000000002,1.7497194572871316e+20,1.071803311341347e+20,2.427635603232916e+20
45808,24.55,77.15,7.638570271506198e+19,7.249773554242051e+19,8.027366988770345e+19
