,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
43669,23.75,90.45,1.3822681526943446e+20,6.773900571684255e+19,2.676625806641257e+20
43670,23.75,90.55,1.6990512870899152e+20,8.907853233367523e+19,2.7097890663978333e+20
43671,23.75,90.65,1.254924484799929e+20,4.764314778295682e+19,1.5570732623650803e+20
43685,23.75,92.05,1.1417906077782768e+20,6.38482995046688e+19,1.5930839512796915e+20
43876,23.85,82.75,1.0994390416388248e+20,2.275420999316345e+19,2.8126345506508715e+20
43877,23.85,82.85000000000002,1.1054642972257316e+20,1.7432047947466342e+19,2.6439725441179887e+20
43952,23.85,90.35,1.1948253992610225e+20,4.57129172923414e+19,2.197462827270192e+20
43953,23.85,90.45,1.5838135922484255e+20,6.290355224767514e+19,2.6415885822519647e+20
43954,23.85,90.55,1.409211212287731e+20,4.138259906237977e+19,2.1758450231332897e+20
43955,23.85,90.65,1.2074566520904507e+20,4.103407862799671e+19,1.7021590399196345e+20
43969,23.85,92.05,1.1489815047458418e+20,4.129245284926005e+19,1.9215389027788744e+20
44159,23.95,82.65,1.1920852202984007e+20,3.718818044192383e+19,3.168741006899954e+20
44160,23.95,82.75,1.4213819825357136e+20,3.88895745020289e+19,3.519153965195154e+20
44161,23.95,82.85000000000002,1.482547639269883e+20,3.485978976380249e+19,3.030188740169225e+20
44162,23.95,82.95,1.3659373483234909e+20,3.0626494005030298e+19,2.9023701774475192e+20
44163,23.95,83.05000000000003,1.4603870347077557e+20,2.051881512328409e+19,3.749532391252993e+20
44164,23.95,83.15,1.618954090542478e+20,2.0754926303422534e+19,3.893480176762444e+20
44165,23.95,83.25,1.3602482181129824e+20,1.7983886879712092e+19,3.26462168849382e+20
44235,23.95,90.25,1.2181304530048577e+20,4.528516990769152e+19,1.9264034858194063e+20
44236,23.95,90.35,2.494915839875674e+20,7.616073312935354e+19,4.6638909604802816e+20
44237,23.95,90.45,2.2860495350113423e+20,1.1393534864007528e+20,4.0366763000969416e+20
44238,23.95,90.55,1.5239657022518814e+20,5.703271967900791e+19,2.441514920992041e+20
44239,23.95,90.65,1.172987810771451e+20,4.253778074465379e+19,1.7072311328689173e+20
44444,24.05,82.75,1.6347980935142077e+20,4.299044880717001e+19,2.3638796072695025e+20
44445,24.05,82.85000000000002,1.9731362541526096e+20,3.897554776456115e+19,3.4166182636060685e+20
44446,24.05,82.95,1.766678459260075e+20,3.39175048293882e+19,3.487837916508336e+20
44447,24.05,83.05000000000003,1.47171898861633e+20,2.3925557424097657e+19,3.436048665898461e+20
44448,24.05,83.15,1.4787086168970497e+20,2.094598601131137e+19,3.756465337730163e+20
44449,24.05,83.25,1.2966211790598182e+20,2.055817237357953e+19,3.183535927582282e+20
44519,24.05,90.25,1.1757373143702376e+20,5.0803625278194524e+19,1.8607171001405198e+20
44520,24.05,90.35,1.8697730831438483e+20,7.027330905322483e+19,4.044756180968348e+20
44521,24.05,90.45,1.4067433983848756e+20,5.022520850173607e+19,2.7863001764098733e+20
44522,24.05,90.55,1.15463531210832e+20,3.6253368521713e+19,1.8225023774722245e+20
44728,24.15,82.75,1.5497669196247482e+20,4.312039741756e+19,2.0251575347766113e+20
44729,24.15,82.85000000000002,1.883723416816565e+20,4.240961600156204e+19,3.059245057205418e+20
44730,24.15,82.95,1.7189699277692712e+20,3.4164330033336717e+19,3.31463587683058e+20
44731,24.15,83.05000000000003,1.220852095984934e+20,2.824813784337421e+19,2.7313116442592608e+20
44732,24.15,83.15,1.0686526086473248e+20,2.290202330898015e+19,2.7450345510843797e+20
44804,24.15,90.35,1.0963043456301082e+20,4.840715454182276e+19,2.3074422746657106e+20
44805,24.15,90.45,1.6056717681321958e+20,5.67840846095416e+19,3.580073628315964e+20
44806,24.15,90.55,1.3326173815774216e+20,3.4215229158946533e+19,2.887140828203786e+20
45013,24.25,82.85000000000002,1.3730631508124466e+20,3.6845165614418674e+19,2.201015794587756e+20
45014,24.25,82.95,1.1462816305937583e+20,3.161128033067231e+19,1.8749115302827527e+20
45089,24.25,90.45,1.2866652991247516e+20,4.277317735656469e+19,3.256054346713847e+20
46067,24.65,74.65,1.0403501996445598e+20,2.2719358746793656e+19,1.8704632384282237e+20
46484,24.750000000000004,87.95,1.302164533725843e+20,4.573926594893156e+19,2.014561160287751e+20
