,latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
42500,23.35,87.15,1.963279659752711e+20,9.76144745972348e+19,2.86591008422422e+20
42501,23.35,87.25,1.5980001382505244e+20,1.1862928227371963e+20,2.2087337027856836e+20
42785,23.45,87.25,1.781091329975285e+20,1.069763693906719e+20,2.666479250541188e+20
42817,23.45,90.45,1.658802689151737e+20,5.659977896359589e+19,2.24306162897589e+20
42818,23.45,90.55,1.603719490428771e+20,1.08303084529469e+20,1.890322665311449e+20
43101,23.55,90.45,2.012433080280944e+20,8.602992597756884e+19,2.8096306464354333e+20
43102,23.55,90.55,2.041316685360305e+20,1.799041259004565e+20,2.5953398051776283e+20
43311,23.65,83.05000000000003,1.536849642248782e+20,2.530956886303087e+19,3.171307585422497e+20
43312,23.65,83.15,1.6893538947177074e+20,2.489238049242246e+19,4.0999839758782615e+20
43384,23.65,90.35,1.600673313716319e+20,5.275518471133558e+19,2.3097604522229167e+20
43385,23.65,90.45,1.9463695936586544e+20,1.639196233297282e+20,2.6027743129981688e+20
43386,23.65,90.55,2.114799716080024e+20,1.534884487445742e+20,2.623152230659525e+20
43594,23.75,82.95,1.8364395427155454e+20,2.187825381716144e+19,3.5029324407916475e+20
43595,23.75,83.05000000000003,1.882248351115952e+20,2.3913927359833604e+19,4.025811443307735e+20
43668,23.75,90.35,1.7932416901672593e+20,9.921532043475676e+19,2.6131755015659156e+20
43669,23.75,90.45,1.618546117044787e+20,1.1310918912496543e+20,2.2828938516994163e+20
43877,23.85,82.85000000000002,1.890609645166335e+20,2.7311028720813707e+19,3.0001832934204244e+20
43878,23.85,82.95,2.4795805385629703e+20,2.804319336849672e+19,4.8398334169172155e+20
43952,23.85,90.35,1.843331274588506e+20,1.3049940312637307e+20,2.960273050789948e+20
44160,23.95,82.75,2.022557429255281e+20,5.029179687870672e+19,3.114511956661061e+20
44161,23.95,82.85000000000002,2.8889886084864947e+20,3.765422519180139e+19,4.376359841655533e+20
44162,23.95,82.95,2.1447466114096723e+20,3.62563763403955e+19,2.890986681503521e+20
44236,23.95,90.35,1.7597336994319457e+20,1.1496321942222974e+20,3.014712911901284e+20
44443,24.05,82.65,1.84257674371702e+20,1.014709830314088e+20,3.377033908441363e+20
44444,24.05,82.75,3.469123548699176e+20,1.606124529471211e+20,5.244744594947731e+20
44445,24.05,82.85000000000002,3.215790784554571e+20,1.832957751080213e+20,4.7483311316505205e+20
44446,24.05,82.95,2.210608112878354e+20,1.1352195151197517e+20,3.2549440010540286e+20
44727,24.15,82.65,2.3261244337564316e+20,6.277087458133676e+19,3.3268392898877646e+20
44728,24.15,82.75,3.1305664389038073e+20,1.385742785065579e+20,4.7969577633174926e+20
44729,24.15,82.85000000000002,3.287556566872989e+20,1.8270215153772596e+20,5.0681083293293294e+20
44730,24.15,82.95,1.8625339509522226e+20,6.017521811123142e+19,3.3563439932176374e+20
45011,24.25,82.65,2.0377909664260037e+20,2.172654569086709e+19,3.9480332559498176e+20
45012,24.25,82.75,2.3068907532947417e+20,4.273678998258696e+19,4.546681879674272e+20
45013,24.25,82.85000000000002,2.033893828405206e+20,5.565268778032415e+19,3.719643504680085e+20
45295,24.35,82.65,1.585819856665901e+20,1.3246041886355343e+19,3.431949152294382e+20
45296,24.35,82.75,1.5371955962359556e+20,1.4486856381654305e+19,3.133165003147903e+20
57168,28.55,77.15,1.545865770830029e+20,5.540712232464178e+19,2.207224174232877e+20
57169,28.55,77.25,1.992575625879607e+20,5.1306180894567416e+19,3.576196477810234e+20
57170,28.55,77.35,1.9729078119128243e+20,5.599014618469587e+19,3.521625114431909e+20
57171,28.55,77.45,1.684475306726862e+20,6.022075604124226e+19,3.231523221808882e+20
57452,28.65,77.15,1.8620571120488556e+20,8.21794913597435e+19,3.282388795484698e+20
57453,28.65,77.25,2.041010830622249e+20,8.886861866610416e+19,2.5933490165090556e+20
57454,28.65,77.35,1.916355710414828e+20,8.547312506073825e+19,2.555659647005313e+20
57455,28.65,77.45,1.5202671006180475e+20,7.881166611180711e+19,2.8606329932390285e+20
