latitude,longitude,CO_column_number_density
8.45,81.75,0.03491162348472532
8.45,81.85000000000001,0.031223857073941996
8.45,81.95,0.03128068570238862
8.45,82.05000000000001,0.03929003649058193
8.45,82.15,0.0393561460697397
8.45,82.25,0.03931681870275633
8.45,82.35000000000001,0.0345350389257973
8.45,82.45,0.03499425299278218
8.45,82.55000000000001,0.03699497790328263
8.45,82.65,0.03596412689302476
8.45,82.75,0.036641337735114694
8.45,82.85000000000001,0.035559861792781866
8.45,82.95,0.03619824632503475
8.45,83.05000000000001,0.03383134182485543
8.45,83.15,0.03748145498238332
8.45,83.25,0.036510615122291916
8.45,83.35000000000001,0.03495425663920825
8.45,83.45,0.03484141686552333
8.45,83.55000000000001,0.04274514984537587
8.45,83.65,0.03430176976601394
8.45,83.75,0.03829751891412323
8.45,83.85000000000001,0.03880309743490094
8.45,83.95,0.03428682377429491
8.45,84.05000000000001,0.03475413510517208
8.45,84.15,0.0350169361275996
8.45,84.25,0.03909880634090205
8.45,84.35000000000001,0.03661992382841597
8.45,84.45,0.04395880244001494
8.45,84.55000000000001,0.03699442523118956
8.45,84.65,0.03289469980345804
8.45,84.75,0.038814714983837775
8.45,84.85000000000001,0.03512041860494804
8.45,84.95,0.04053710495314897
8.45,85.05000000000001,0.038958165597116526
8.45,85.15,0.036499858595930294
8.45,85.25,0.03603337932453594
8.45,85.35000000000001,0.036247289251562564
8.45,85.45,0.03592659305980987
8.45,85.55000000000001,0.03833134093603624
8.45,85.65,0.03495863155338599
8.45,85.75,0.03777289936854351
8.45,85.85000000000001,0.0414329868554294
8.45,85.95,0.03840727033762576
8.45,86.05000000000001,0.041527024021227606
8.45,86.15,0.04109247519588622
8.45,86.25,0.03963296498298997
8.45,86.35000000000001,0.038462872955056224
8.45,86.45,0.0413272097801979
8.45,86.55000000000001,0.040132579461079954
8.45,86.65,0.038374784905682524
8.45,86.75,0.03825555241515778
8.45,86.85000000000001,0.03685656990559473
8.45,86.95,0.03861775999505596
8.45,87.05000000000001,0.038974604768119335
8.45,87.15,0.03999325736899985
8.45,87.25,0.038495103845545824
8.45,87.35000000000001,0.03719159050197503
8.45,87.45,0.047688075581710176
8.45,87.55000000000001,0.04768807573792955
8.45,87.65,0.04122425060827704
8.45,87.75,0.04140878801838931
8.45,87.85000000000001,0.04374808851169857
8.45,87.95,0.04922416950530909
8.45,88.05000000000001,0.04922417407238274
8.45,88.15,0.0484123461810816
8.45,88.25,0.04830968295902846
8.45,88.35000000000001,0.04069659135391023
8.45,88.45,0.03947311864654219
8.45,88.55000000000001,0.03899639789203394
8.45,88.65,0.03943520938082572
8.45,88.75,0.041488491392095664
8.45,88.85000000000001,0.042831951239836394
8.45,88.95,0.043055057408484795
8.45,89.05000000000001,0.042066368199232165
8.45,89.15,0.03943900182401369
8.45,89.25,0.0394040567727464
8.45,89.35000000000001,0.039571770646873165
8.45,89.45,0.04005873613518876
8.45,89.55000000000001,0.04110258121638739
8.45,89.65,0.04498020450444049
8.45,89.75,0.04498020370253351
8.45,89.85000000000001,0.03499585922426257
8.45,89.95,0.035939032840412694
8.45,90.05000000000001,0.036561783516404184
8.45,90.15,0.038540915120217414
8.45,90.25,0.04107172370335335
8.45,90.35000000000001,0.04182026549505101
8.45,90.45,0.041757869019734536
8.45,90.55000000000001,0.04282784777375551
8.45,90.65,0.04350618357393541
8.45,90.75,0.040559702037246605
8.45,90.85000000000001,0.03892633373760851
8.45,90.95,0.03981927647062609
8.45,91.05000000000001,0.04147723308655967
8.45,91.15,0.04106382858052246
8.45,91.25,0.03947750657459857
8.45,91.35000000000001,0.03947872398201067
8.45,91.45,0.04198964464843826
8.45,91.55000000000001,0.042515523207185
8.45,91.65,0.041380514978482136
8.45,91.75,0.041269357667380976
8.45,91.85000000000001,0.041269357432664924
8.45,91.95,0.04105705834791702
8.45,92.05000000000001,0.041301049892544045
8.45,92.15,0.04124772068573808
8.45,92.25,0.041686744712171306
8.45,92.35000000000001,0.04170735264680885
8.45,92.45,0.042926147851362985
8.45,92.55000000000001,0.0468868737301668
8.45,92.65,0.04688687161347855
8.45,92.75,0.046886872055683634
8.45,92.85000000000001,0.04158396939465976
8.45,92.95,0.04321889234158972
8.45,93.05000000000001,0.043218892593429335
8.45,93.15,0.04266259498315437
8.45,93.25,0.04446077164960782
8.45,93.35000000000001,0.04253272580815805
8.45,93.45,0.046231189827001674
8.45,93.55000000000001,0.04546518943282169
8.45,93.65,0.0458839987004305
8.45,93.75,0.042878018486354134
8.45,93.85000000000001,0.04310215083135728
8.45,93.95,0.040303845143631944
8.45,94.05000000000001,0.042403886394120335
8.45,94.15,0.039735233873851535
8.45,94.25,0.0395863349751882
8.45,94.35000000000001,0.04067461224334057
8.45,94.45,0.04690726596420978
8.45,94.55000000000001,0.04689797349729558
8.45,94.65,0.0473747797783829
8.45,94.75,0.0448474626250327
8.45,94.85000000000001,0.04419196134411966
8.45,94.95,0.044764154601410706
8.45,95.05000000000001,0.0479035297903291
8.45,95.15,0.04790353204962276
8.45,95.25,0.04729545731448896
8.45,95.35000000000001,0.04570205761215722
8.45,95.45,0.040541378614381667
8.45,95.55000000000001,0.04581515513266114
8.45,95.65,0.04093340063227867
8.45,95.75,0.04174096604053345
8.45,95.85000000000001,0.045746932776366114
8.45,95.95,
8.45,96.05000000000001,
8.45,96.15,
8.45,96.25,
8.45,96.35000000000001,0.05241596652091065
8.45,96.45,0.05320424001306285
8.45,96.55000000000001,0.054230219832102806
8.45,96.65,
8.45,96.75,
8.45,96.85000000000001,
8.45,96.95,0.048543252369347166
8.45,97.05000000000001,0.0502020366884449
8.55,68.75,0.03603579294743524
8.55,68.85,0.03501915960526956
8.55,68.95,0.036263126948692014
8.55,69.05000000000001,0.039101487891334545
8.55,69.15,0.03760626511980195
8.55,69.25,0.036790874884823424
8.55,69.35,0.03677262998198175
8.55,69.45,0.03594427346641367
8.55,69.55000000000001,0.035003736512136265
8.55,69.65,0.03391572164641753
8.55,69.75,
8.55,69.85,0.03769710533812629
8.55,69.95,0.035547518100653305
8.55,70.05000000000001,0.03741601012102229
8.55,70.15,0.03660215569808604
8.55,70.25,0.03671223552507121
8.55,70.35,0.03677286784499046
8.55,70.45,0.03677970406719332
8.55,70.55000000000001,0.038651455338316695
8.55,70.65,0.03865145506958467
8.55,70.75,0.038651455429519185
8.55,70.85,
8.55,70.95,
8.55,71.05000000000001,0.038630235817428006
8.55,71.15,0.0386200307770132
8.55,71.25,0.036546665698167995
8.55,71.35,0.036799149708754635
8.55,71.45,0.04090835415348445
8.55,71.55000000000001,0.04023361216261383
8.55,71.65,0.037144990794215356
8.55,71.75,0.035985073086241395
8.55,71.85,0.03705744374437915
8.55,71.95,0.037218548249338554
8.55,72.05000000000001,0.03935633693970538
8.55,72.15,0.04101353679589562
8.55,72.25,0.0382646353126278
8.55,72.35,0.037428019745404564
8.55,72.45,0.038254079669412876
8.55,72.55000000000001,0.03919058103799466
8.55,72.65,0.03931137271695792
8.55,72.75,0.03916304114078802
8.55,72.85,0.037925220591538876
8.55,72.95,0.036482161926875575
8.55,73.05000000000001,0.038085846643524164
8.55,73.15,0.04066833512504432
8.55,73.25,0.0402736617506791
8.55,73.35,0.03760021822103826
8.55,73.45,0.03977987533038048
8.55,73.55000000000001,0.041546589970905955
8.55,73.65,0.042574600414663565
8.55,73.75,0.04555253891673073
8.55,73.85,0.04558401616711689
8.55,73.95,0.03825210885080661
8.55,74.05000000000001,0.03726889508910314
8.55,74.15,0.038836352548214846
8.55,74.25,0.038836353512514764
8.55,74.35,0.039421713255359224
8.55,74.45,0.03781002526532242
8.55,74.55000000000001,0.03811604403193918
8.55,74.65,0.04072281703432522
8.55,74.75,0.04095501559142466
8.55,74.85,0.03876597600805338
8.55,74.95,0.0375732299102548
8.55,75.05000000000001,0.04182946026694412
8.55,75.15,0.03960705037689659
8.55,75.25,0.036536501095245706
8.55,75.35,0.04140174315773949
8.55,75.45,0.0406311948797327
8.55,75.55000000000001,0.03731214906862867
8.55,75.65,0.03640839454861286
8.55,75.75,0.038486867010733596
8.55,75.85,0.03566444907883967
8.55,75.95,0.0364688493752424
8.55,76.05000000000001,0.04061889423706569
8.55,76.15,0.03847451578739273
8.55,76.25,0.03778000469676918
8.55,76.35,0.0383190435344229
8.55,76.45,
8.55,76.55000000000001,
8.55,76.65,0.047231772514763966
8.55,76.75,0.045822231173495105
8.55,76.85,0.04380317214463798
8.55,76.95,0.043818600284075616
8.55,77.05000000000001,0.04385220455648709
8.55,77.15,0.03889302492326006
8.55,77.25,0.038651222322096064
8.55,77.35,0.03545037328553526
8.55,77.45,0.035347189077429904
8.55,77.55000000000001,0.03612763169098284
8.55,77.65,0.03732931990491611
8.55,77.75,0.03657652393219235
8.55,77.85,0.03593566128223838
8.55,77.95,0.03964410199341683
8.55,78.05000000000001,0.03674101204225094
8.55,78.15,0.03746321958518143
8.55,78.25,0.039588914726641236
8.55,78.35000000000001,0.03938072751157416
8.55,78.45,0.038941778039733796
8.55,78.55000000000001,0.03901885181101543
8.55,78.65,0.04016459738866297
8.55,78.75,0.04097600956666258
8.55,78.85000000000001,0.039668562029539986
8.55,78.95,0.03672178801993649
8.55,79.05000000000001,0.03580771297254959
8.55,79.15,0.03660271599041888
8.55,79.25,0.037092938503290714
8.55,79.35000000000001,0.03494172353485154
8.55,79.45,0.03572455320628885
8.55,79.55000000000001,0.03400114680327207
8.55,79.65,0.036896613536841934
8.55,79.75,0.038949462389446125
8.55,79.85000000000001,0.03847418317876514
8.55,79.95,0.03531863053892199
8.55,80.05000000000001,0.03621687777035334
8.55,80.15,0.03789151319094153
8.55,80.25,0.0361596396304104
8.55,80.35000000000001,0.03490249632413814
8.55,80.45,0.0372257050022098
8.55,80.55000000000001,0.03557708537349219
8.55,80.65,0.038249060536687224
8.55,80.75,0.03876014394979874
8.55,80.85000000000001,0.03800966414558329
8.55,80.95,0.035574025209639176
8.55,81.05000000000001,0.03668862139675288
8.55,81.15,0.03839425232228861
8.55,81.25,0.0438579529348316
8.55,81.35000000000001,0.03877708272221631
8.55,81.45,0.036759048742892965
8.55,81.55000000000001,0.03726128651967221
8.55,81.65,0.036620261752905114
8.55,81.75,0.03609261962812968
8.55,81.85000000000001,0.03679569735392002
8.55,81.95,0.03096468878878712
8.55,82.05000000000001,0.035325945026274654
8.55,82.15,0.03852576828216
8.55,82.25,0.041577789521345915
8.55,82.35000000000001,0.035149087394448955
8.55,82.45,0.03730910496514902
8.55,82.55000000000001,0.03802417180314723
8.55,82.65,0.03830077629317744
8.55,82.75,0.037573099440160344
8.55,82.85000000000001,0.034850712234301445
8.55,82.95,0.03435202676727497
8.55,83.05000000000001,0.03451070341297969
8.55,83.15,0.033100888751670006
8.55,83.25,0.03751564622139575
8.55,83.35000000000001,0.035302275264759396
8.55,83.45,0.0360474423307039
8.55,83.55000000000001,0.03852873193900258
8.55,83.65,0.038992326814626506
8.55,83.75,0.03955131403136319
8.55,83.85000000000001,0.039754639133689845
8.55,83.95,0.03629772230837935
8.55,84.05000000000001,0.03674196912112436
8.55,84.15,0.038716769901217495
8.55,84.25,0.03841158064730762
8.55,84.35000000000001,0.037875826942941275
8.55,84.45,0.042304174447127925
8.55,84.55000000000001,0.03572253638247683
8.55,84.65,0.03448694571317179
8.55,84.75,0.034808651400109074
8.55,84.85000000000001,0.03747304335134459
8.55,84.95,0.038182769289977894
8.55,85.05000000000001,0.037384548577162516
8.55,85.15,0.034392528683800716
8.55,85.25,0.0372480617015386
8.55,85.35000000000001,0.036180514987198424
8.55,85.45,0.035284787157779274
8.55,85.55000000000001,0.0365431088972537
8.55,85.65,0.03483123196009247
8.55,85.75,0.03878939093234621
8.55,85.85000000000001,0.040749902951958815
8.55,85.95,0.04036837734313301
8.55,86.05000000000001,0.043842262284893234
8.55,86.15,0.03743703151219904
8.55,86.25,0.0390799341001032
8.55,86.35000000000001,0.0373341141090736
8.55,86.45,0.04015417743314163
8.55,86.55000000000001,0.03837478464456534
8.55,86.65,0.0383747841842303
8.55,86.75,0.03837478640220715
8.55,86.85000000000001,0.038374786323583
8.55,86.95,0.040331772846551435
8.55,87.05000000000001,0.03842499469397956
8.55,87.15,0.04090793039381748
8.55,87.25,0.03630948808813828
8.55,87.35000000000001,0.03545999064343917
8.55,87.45,0.04389779814084319
8.55,87.55000000000001,0.04239150843473888
8.55,87.65,0.0408880303406184
8.55,87.75,0.040907705490561476
8.55,87.85000000000001,0.04267722223756213
8.55,87.95,0.04371762116726638
8.55,88.05000000000001,0.04221325385117931
8.55,88.15,0.04601887981388152
8.55,88.25,0.04641976270951426
8.55,88.35000000000001,0.041937091814264846
8.55,88.45,0.040925324578921486
8.55,88.55000000000001,0.0404106758317929
8.55,88.65,0.03871021593551978
8.55,88.75,0.04326838929681633
8.55,88.85000000000001,0.04311574073327868
8.55,88.95,0.042432464014003204
8.55,89.05000000000001,0.041510182951426305
8.55,89.15,0.04128332225433449
8.55,89.25,0.0410307939122606
8.55,89.35000000000001,0.04049588442550857
8.55,89.45,0.039733131634933874
8.55,89.55000000000001,0.04203493718374841
8.55,89.65,0.04383412017768437
8.55,89.75,0.044653647194690345
8.55,89.85000000000001,0.045798416438897066
8.55,89.95,0.045798418942247794
8.55,90.05000000000001,0.044761578189693174
8.55,90.15,0.044761578501064714
8.55,90.25,0.04454206842564239
8.55,90.35000000000001,0.04235165229002297
8.55,90.45,0.04239707929285189
8.55,90.55000000000001,0.04361143608191436
8.55,90.65,0.04358135109571634
8.55,90.75,0.0402329229677683
8.55,90.85000000000001,0.04035349608839497
8.55,90.95,0.04071659905490347
8.55,91.05000000000001,0.041483022003746234
8.55,91.15,0.041414329238413025
8.55,91.25,0.041176277180060526
8.55,91.35000000000001,0.04120713330269799
8.55,91.45,0.04537589925078744
8.55,91.55000000000001,0.04533722017030961
8.55,91.65,0.04293321059001536
8.55,91.75,0.03992541022837472
8.55,91.85000000000001,0.038454050573278734
8.55,91.95,0.04416644283558528
8.55,92.05000000000001,0.044327476277452094
8.55,92.15,0.04431268292062621
8.55,92.25,0.040977066397968505
8.55,92.35000000000001,0.04613465579911444
8.55,92.45,0.04332038461272975
8.55,92.55000000000001,0.042069895174456834
8.55,92.65,0.039578605734478474
8.55,92.75,0.04311911804925885
8.55,92.85000000000001,0.04560713830169829
8.55,92.95,0.04324491064792356
8.55,93.05000000000001,0.04316098697986519
8.55,93.15,0.04165395926064907
8.55,93.25,0.04324917902085399
8.55,93.35000000000001,0.041653961056534905
8.55,93.45,0.04441282472886225
8.55,93.55000000000001,0.04423457778842929
8.55,93.65,0.04341709718625458
8.55,93.75,0.043268568868355124
8.55,93.85000000000001,0.04414263098841142
8.55,93.95,0.042514278894579025
8.55,94.05000000000001,0.04270043646492038
8.55,94.15,0.04153817857476275
8.55,94.25,0.03874083334329209
8.55,94.35000000000001,0.04651695087647242
8.55,94.45,0.048443077830697144
8.55,94.55000000000001,0.048103427069183
8.55,94.65,0.04714204093700281
8.55,94.75,0.04599647548738848
8.55,94.85000000000001,0.045256386026301616
8.55,94.95,0.04406537492029861
8.55,95.05000000000001,0.048119185957548015
8.55,95.15,0.04768053337692791
8.55,95.25,0.045799418151325454
8.55,95.35000000000001,0.04686645949044698
8.55,95.45,0.04774353045481253
8.55,95.55000000000001,0.0462962251185894
8.55,95.65,0.04795408713778479
8.55,95.75,0.038168418861095225
8.55,95.85000000000001,0.040316004940351605
8.55,95.95,
8.55,96.05000000000001,
8.55,96.15,
8.55,96.25,
8.55,96.35000000000001,0.04332182211704268
8.55,96.45,0.05138416307028533
8.55,96.55000000000001,0.051673312303808346
8.55,96.65,0.03769664746264416
8.55,96.75,
8.55,96.85000000000001,0.0483798335488918
8.55,96.95,0.045901842908212066
8.55,97.05000000000001,0.049719643735228934
8.65,68.75,0.03752676896267818
8.65,68.85,0.037579949756137
8.65,68.95,0.03797722402975274
8.65,69.05000000000001,0.03672118300115006
8.65,69.15,0.03752223381519407
8.65,69.25,0.03960764809645137
8.65,69.35,0.03960764644903383
8.65,69.45,0.039607647187250634
8.65,69.55000000000001,0.03960764608677356
8.65,69.65,0.03629890095022245
8.65,69.75,0.03629890082884603
8.65,69.85,0.03757228190039094
8.65,69.95,0.03628226823480864
8.65,70.05000000000001,0.0340430432747338
8.65,70.15,0.034799014630968704
8.65,70.25,0.0356478951221135
8.65,70.35,0.036510672410932185
8.65,70.45,0.037503348310483686
8.65,70.55000000000001,0.037817702976017234
8.65,70.65,0.03781222742929169
8.65,70.75,
8.65,70.85,
8.65,70.95,0.04044691456813992
8.65,71.05000000000001,0.04044797190345387
8.65,71.15,
8.65,71.25,0.03853677270246567
8.65,71.35,0.04029719437055768
8.65,71.45,0.04046654812772285
8.65,71.55000000000001,0.04049433896278602
8.65,71.65,0.03607106783965416
8.65,71.75,0.037036774469949886
8.65,71.85,0.03758996245733448
8.65,71.95,0.0377432419239983
8.65,72.05000000000001,0.038276971638950594
8.65,72.15,0.039423091829256976
8.65,72.25,0.039884807777968954
8.65,72.35,0.03880252750254882
8.65,72.45,0.03628166332964143
8.65,72.55000000000001,0.036646369832212526
8.65,72.65,0.03752981460711627
8.65,72.75,0.04032172912139869
8.65,72.85,0.04109659289621228
8.65,72.95,0.03516821556667689
8.65,73.05000000000001,0.035743176318201404
8.65,73.15,0.03860761285126275
8.65,73.25,0.03921725543867464
8.65,73.35,0.03718063509785755
8.65,73.45,0.03982622229030101
8.65,73.55000000000001,0.040941685284196935
8.65,73.65,0.04110917063532198
8.65,73.75,0.041694925870005964
8.65,73.85,0.04260840248499815
8.65,73.95,0.039053856499600755
8.65,74.05000000000001,0.03924950282619215
8.65,74.15,0.03895567223614553
8.65,74.25,0.035672471704280895
8.65,74.35,0.038072380900419076
8.65,74.45,0.03616199820132062
8.65,74.55000000000001,0.0374366244926314
8.65,74.65,0.0382873620134004
8.65,74.75,0.039052029728144456
8.65,74.85,0.03981017107970258
8.65,74.95,0.04410757217616303
8.65,75.05000000000001,0.04257688838816162
8.65,75.15,0.037225928713702554
8.65,75.25,0.03456106726459644
8.65,75.35,0.03821640850577938
8.65,75.45,0.03912427833826209
8.65,75.55000000000001,0.036017884939443856
8.65,75.65,0.037692997100628026
8.65,75.75,0.03675135900531687
8.65,75.85,0.03825299953008636
8.65,75.95,0.0371916718677371
8.65,76.05000000000001,0.04128337523524921
8.65,76.15,0.038629102655423284
8.65,76.25,0.03854657656860434
8.65,76.35,0.03662998139677526
8.65,76.45,0.035606909174620845
8.65,76.55000000000001,0.043906148071221646
8.65,76.65,0.044275932377805936
8.65,76.75,0.04139836747582092
8.65,76.85,0.04207367346569907
8.65,76.95,0.0408696381798114
8.65,77.05000000000001,0.039735816038438045
8.65,77.15,0.03605788670815729
8.65,77.25,0.03581012859184705
8.65,77.35,0.03905250191552735
8.65,77.45,0.037158639329065636
8.65,77.55000000000001,0.03635848269248149
8.65,77.65,0.03786603695261255
8.65,77.75,0.03750671680774611
8.65,77.85,0.03772349732696704
8.65,77.95,0.03855986257760853
8.65,78.05000000000001,0.03762574480206515
8.65,78.15,0.04175718791094878
8.65,78.25,0.036401092626199026
8.65,78.35000000000001,0.03586309493225368
8.65,78.45,0.0362108159025267
8.65,78.55000000000001,0.03975098999879045
8.65,78.65,0.0404751402802134
8.65,78.75,0.04097601137611937
8.65,78.85000000000001,0.037787724864923516
8.65,78.95,0.03683121482410943
8.65,79.05000000000001,0.03676683025391555
8.65,79.15,0.03622505843855209
8.65,79.25,0.03647708257752217
8.65,79.35000000000001,0.0360781021217299
8.65,79.45,0.03590750395627307
8.65,79.55000000000001,0.03583443228352178
8.65,79.65,0.03549912710572304
8.65,79.75,0.03976555575948469
8.65,79.85000000000001,0.03828892197691043
8.65,79.95,0.03790626072879894
8.65,80.05000000000001,0.037555312709769355
8.65,80.15,0.03778086129938894
8.65,80.25,0.036647759777918655
8.65,80.35000000000001,0.03652650688890285
8.65,80.45,0.03600572213821436
8.65,80.55000000000001,0.03508291212367891
8.65,80.65,0.034384822132006214
8.65,80.75,0.039388621473412044
8.65,80.85000000000001,0.03671565824425841
8.65,80.95,0.036077113865448165
8.65,81.05000000000001,0.037848223042335295
8.65,81.15,0.038211860587758176
8.65,81.25,0.04501962270276084
8.65,81.35000000000001,0.04126464194656352
8.65,81.45,0.03863704533643469
8.65,81.55000000000001,0.03521770749444573
8.65,81.65,0.03721100819932962
8.65,81.75,0.0384925578809137
8.65,81.85000000000001,0.037544598539258955
8.65,81.95,0.03512313839289047
8.65,82.05000000000001,0.03628117842517588
8.65,82.15,0.03857167585397907
8.65,82.25,0.04029364625088885
8.65,82.35000000000001,0.033718479757291905
8.65,82.45,0.038077606729324816
8.65,82.55000000000001,0.038344357342447365
8.65,82.65,0.038107066741537104
8.65,82.75,0.03534415604178085
8.65,82.85000000000001,0.03406030424112859
8.65,82.95,0.033883741026580594
8.65,83.05000000000001,0.03857152160851272
8.65,83.15,0.03857152130444167
8.65,83.25,0.03479497549112458
8.65,83.35000000000001,0.03795742106064739
8.65,83.45,0.0363473919234451
8.65,83.55000000000001,0.03499386717484264
8.65,83.65,0.03594436226670532
8.65,83.75,0.037283679769531425
8.65,83.85000000000001,0.03652773695466847
8.65,83.95,0.03682989336529791
8.65,84.05000000000001,0.036132594455227485
8.65,84.15,0.03490329786311553
8.65,84.25,0.0450864141916887
8.65,84.35000000000001,0.04151783360605065
8.65,84.45,0.038946921086541623
8.65,84.55000000000001,0.03958548755215104
8.65,84.65,0.03726818150903221
8.65,84.75,0.03608246902447494
8.65,84.85000000000001,0.03968214641212824
8.65,84.95,0.03784048626010184
8.65,85.05000000000001,0.03691106779103592
8.65,85.15,0.035743269989198835
8.65,85.25,0.03786527558649085
8.65,85.35000000000001,0.037669964385993654
8.65,85.45,0.03496248716545946
8.65,85.55000000000001,0.03825147561754476
8.65,85.65,0.0388755048703426
8.65,85.75,0.038196739664212095
8.65,85.85000000000001,0.040249349132077214
8.65,85.95,0.036269535406570415
8.65,86.05000000000001,0.04271863523216721
8.65,86.15,0.03812563408437401
8.65,86.25,0.038207326557715325
8.65,86.35000000000001,0.04057296364235528
8.65,86.45,0.04352441745259594
8.65,86.55000000000001,0.03707897571178432
8.65,86.65,0.03899763845534206
8.65,86.75,0.04024085625164859
8.65,86.85000000000001,0.03932547278052383
8.65,86.95,0.038536333835103055
8.65,87.05000000000001,0.03755642282229005
8.65,87.15,0.0403525344219965
8.65,87.25,0.03595222954488365
8.65,87.35000000000001,0.037743465729679716
8.65,87.45,0.040651820912557604
8.65,87.55000000000001,0.03862657327944516
8.65,87.65,0.040480693174262325
8.65,87.75,0.04076590014022501
8.65,87.85000000000001,0.04155093997261094
8.65,87.95,0.04224681427933524
8.65,88.05000000000001,0.0354187634296764
8.65,88.15,0.03656460273976358
8.65,88.25,0.036064965928314346
8.65,88.35000000000001,0.04069865300806538
8.65,88.45,0.03886607439081236
8.65,88.55000000000001,0.041472641757473755
8.65,88.65,0.03965831654238282
8.65,88.75,0.044641485174217385
8.65,88.85000000000001,0.043715095208338564
8.65,88.95,0.04289877793562563
8.65,89.05000000000001,0.03989583078313147
8.65,89.15,0.040586675066457
8.65,89.25,0.03910551715349602
