,statename,distname,min_tropospheric_NO2_column_number_density,mean_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
64,Gujarat,Kachchh,6.295308e+18,1.5818182e+19,1.04854935e+20
65,Gujarat,The Dangs,8.7398184e+18,1.5225935e+19,2.3105392e+19
66,Gujarat,Mahesana,1.0877351e+19,2.4457532e+19,3.7912683e+19
67,Gujarat,Patan,1.1019391e+19,2.0218827e+19,3.982726e+19
68,Gujarat,Bharuch,1.3324558e+19,2.6040128e+19,6.31873e+19
69,Gujarat,Gir Somnath,9.581342e+18,2.0013278e+19,3.720196e+19
70,Gujarat,Junagadh,1.1246146e+19,1.9861257e+19,3.435851e+19
71,Gujarat,Devbhumi Dwarka,1.3644916e+19,3.565009e+19,9.112541e+19
72,Gujarat,Navsari,1.1762253e+19,2.5044183e+19,5.8309068e+19
73,Gujarat,Surat,1.0614218e+19,2.8332878e+19,7.923148e+19
74,Gujarat,Jamnagar,1.1774538e+19,2.6052888e+19,8.964451e+19
75,Gujarat,Tapi,9.0950035e+18,2.0613444e+19,5.412424e+19
76,Gujarat,Kheda,1.3706472e+19,2.8423831e+19,7.66224e+19
77,Madhya Pradesh,Betul,5.9425146e+18,1.756727e+19,6.2545455e+19
78,Madhya Pradesh,Hoshangabad,5.694046e+18,1.584609e+19,3.2887591e+19
79,Madhya Pradesh,Sehore,6.190085e+18,1.3433333e+19,2.4631556e+19
80,Madhya Pradesh,Jabalpur,7.2534e+18,1.6566749e+19,2.96791e+19
81,Madhya Pradesh,Narsimhapur,8.167043e+18,1.5793144e+19,2.8371308e+19
82,Madhya Pradesh,Panna,6.88827e+18,1.4312634e+19,5.2642013e+19
83,Madhya Pradesh,Ujjain,8.3418166e+18,1.3620635e+19,2.2027236e+19
84,Madhya Pradesh,Rewa,6.6262074e+18,3.3764502e+19,1.41117295e+20
85,Madhya Pradesh,Dindori,5.102235e+18,1.847939e+19,6.5725564e+19
86,Madhya Pradesh,Balaghat,7.6902317e+18,2.073562e+19,9.332334e+19
87,Madhya Pradesh,Barwani,1.0275643e+19,1.6535132e+19,2.4197133e+19
88,Gujarat,Porbandar,1.3255829e+19,2.3091715e+19,6.3519117e+19
89,Gujarat,Valsad,8.143405e+18,2.027298e+19,5.118872e+19
90,Gujarat,Gandhinagar,1.6792385e+19,2.6060603e+19,3.82275e+19
91,Gujarat,Mahisagar,1.2018854e+19,1.7479289e+19,2.4831146e+19
92,Gujarat,Morbi,1.2415503e+19,2.787132e+19,7.603579e+19
93,Gujarat,Panch Mahals,1.2782464e+19,2.0841742e+19,6.8161835e+19
94,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1.422181e+19,2.364544e+19,4.6233426e+19
95,Madhya Pradesh,Ashoknagar,6.752908e+18,1.3587447e+19,4.6125194e+19
96,Madhya Pradesh,Raisen,2.988674e+18,1.402897e+19,3.162086e+19
97,Madhya Pradesh,Chhindwara,7.431852e+18,1.3929394e+19,3.972594e+19
98,Bihar,Patna,8.4575287e+18,2.1455668e+19,4.7179257e+19
99,Madhya Pradesh,Satna,3.668411e+18,2.7807337e+19,1.070456e+20
100,Madhya Pradesh,Chhatarpur,6.361887e+18,1.5633545e+19,6.120649e+19
101,Madhya Pradesh,Indore,7.6356157e+18,1.6871019e+19,3.7615977e+19
102,Madhya Pradesh,Ratlam,8.656304e+18,1.6129454e+19,6.360431e+19
103,Madhya Pradesh,Harda,7.3288684e+18,1.5224016e+19,3.2546032e+19
104,Madhya Pradesh,Sagar,6.071056e+18,1.3864585e+19,2.6295883e+19
105,Madhya Pradesh,Neemuch,6.90086e+18,1.6795572e+19,1.0231822e+20
106,Madhya Pradesh,Tikamgarh,8.9623876e+18,1.6326104e+19,5.512447e+19
107,Madhya Pradesh,Guna,2.954889e+18,1.480418e+19,7.0601625e+19
108,Madhya Pradesh,Dewas,6.374185e+18,1.3414276e+19,2.0987032e+19
109,Madhya Pradesh,Mandsaur,5.2195136e+18,1.6627885e+19,8.323903e+19
110,Madhya Pradesh,Khargone (West Nimar),9.990115e+18,1.8133699e+19,4.4232552e+19
111,Madhya Pradesh,Sheopur,1.619549e+18,1.1124478e+19,1.8038812e+19
112,Madhya Pradesh,Morena,7.849159e+18,1.8376456e+19,4.0338654e+19
113,Madhya Pradesh,Bhind,8.6373824e+18,2.1629313e+19,4.032203e+19
114,Madhya Pradesh,Jhabua,7.588604e+18,1.4388581e+19,3.0760054e+19
115,Madhya Pradesh,Seoni,7.7748963e+18,1.7950934e+19,5.7259628e+19
116,Madhya Pradesh,Khandwa (East Nimar),8.592984e+18,1.7405997e+19,5.094948e+19
117,Madhya Pradesh,Umaria,6.64974e+18,1.9911377e+19,1.1637532e+20
118,Madhya Pradesh,Gwalior,8.629419e+18,1.8201329e+19,3.0738552e+19
119,Madhya Pradesh,Damoh,8.5588085e+18,1.4539338e+19,5.1928263e+19
120,Madhya Pradesh,Dhar,6.897769e+18,1.5530454e+19,3.094006e+19
121,Madhya Pradesh,Katni,8.5311096e+18,1.8879408e+19,5.979844e+19
122,Madhya Pradesh,Sidhi,9.34688e+18,3.1277504e+19,1.675138e+20
123,Madhya Pradesh,Alirajpur,8.434162e+18,1.5462717e+19,2.142802e+19
124,Madhya Pradesh,Singrauli,7.5938804e+18,4.363031e+19,3.2879416e+20
125,Madhya Pradesh,Bhopal,4.758361e+18,1.3599354e+19,2.7638565e+19
126,Madhya Pradesh,Rajgarh,2.712361e+18,1.4772746e+19,4.868502e+19
127,Madhya Pradesh,Mandla,6.8410976e+18,1.7873947e+19,7.874521e+19
128,Madhya Pradesh,Shajapur,3.7819096e+18,1.3017451e+19,2.4267405e+19
129,Madhya Pradesh,Shivpuri,3.677287e+18,1.216947e+19,3.0251312e+19
130,Madhya Pradesh,Datia,8.0970444e+18,2.154124e+19,6.475989e+19
131,Madhya Pradesh,Shahdol,6.8148704e+18,1.8014583e+19,5.791934e+19
132,Madhya Pradesh,Vidisha,3.2888913e+18,1.2500729e+19,3.901013e+19
133,Andhra Pradesh,Prakasam,4.0108158e+18,9.506111e+18,2.1627603e+19
134,Andhra Pradesh,Krishna,5.8607197e+18,1.356895e+19,5.9906535e+19
135,Madhya Pradesh,Burhanpur,9.741779e+18,1.5027444e+19,2.264072e+19
136,Madhya Pradesh,Anuppur,7.3926313e+18,2.1919442e+19,6.41825e+19
137,Andhra Pradesh,East Godavari,3.9991998e+18,1.2149243e+19,2.9058219e+19
138,Andhra Pradesh,Visakhapatnam,3.0007948e+18,1.4725355e+19,1.1000188e+20
139,Andhra Pradesh,Sri Potti Sriramulu Nellore,2.5270026e+18,1.0848062e+19,7.639743e+19
140,Andhra Pradesh,Chittoor,4.6954633e+18,1.1240153e+19,4.1914483e+19
141,Andhra Pradesh,Srikakulam,2.759514e+18,1.3149405e+19,4.0507583e+19
142,Andhra Pradesh,Kurnool,4.130758e+18,1.240558e+19,4.0661444e+19
143,Andhra Pradesh,Guntur,5.072447e+18,1.4554998e+19,5.1053214e+19
144,Andhra Pradesh,Vizianagaram,3.4646758e+18,1.5879865e+19,6.8662166e+19
145,Andhra Pradesh,Anantapur,5.211336e+18,1.1542824e+19,3.4037043e+19
146,Andhra Pradesh,West Godavari,7.566415e+18,1.3155824e+19,2.804585e+19
147,Andhra Pradesh,Kadapa(YSR),4.6558803e+18,1.1420249e+19,3.7706062e+19
148,Kerala,Kannur,6.308585e+18,1.4041263e+19,2.4273263e+19
149,Kerala,Pathanamthitta,4.667194e+18,1.0982336e+19,1.7328038e+19
150,Kerala,Alappuzha,7.492077e+18,1.5019294e+19,2.9056712e+19
151,Kerala,Ernakulam,7.538138e+18,1.9164642e+19,4.552319e+19
152,Kerala,Kollam,6.2538517e+18,1.114194e+19,1.8410385e+19
153,Kerala,Kasaragod,7.549771e+18,1.3833802e+19,2.9307634e+19
154,Kerala,Idukki,3.2810219e+18,1.1276286e+19,2.1412538e+19
155,Kerala,Kozhikode,9.274566e+18,1.4570999e+19,1.9748082e+19
156,Kerala,Kottayam,8.869481e+18,1.571073e+19,2.3370047e+19
157,Kerala,Thrissur,5.205544e+18,1.4598966e+19,2.2097398e+19
158,Kerala,Palakkad,5.316855e+18,1.5817025e+19,3.0234747e+19
159,Kerala,Thiruvananthapuram,5.7758456e+18,1.2337958e+19,1.7937763e+19
160,Kerala,Malappuram,6.286766e+18,1.6618161e+19,2.5603905e+19
161,Kerala,Wayanad,6.7155136e+18,1.2396758e+19,1.9440203e+19
162,Lakshadweep,Lakshadweep,5.914517e+18,8.9869484e+18,1.5210285e+19
163,Sikkim,North District,-2.3014933e+17,5.3349915e+18,1.320602e+19
164,Sikkim,East District,4.5331201e+18,8.93982e+18,1.7383237e+19
165,West Bengal,Nadia,1.1379018e+19,2.661282e+19,5.4407165e+19
166,West Bengal,Dakshin Dinajpur,9.932789e+18,1.6711148e+19,2.7064663e+19
167,Sikkim,South District,1.3369958e+17,9.484187e+18,1.6657814e+19
168,Sikkim,West District,1.076274e+18,8.5424203e+18,1.9251672e+19
169,West Bengal,Murshidabad,1.2570365e+19,3.745758e+19,1.1275332e+20
170,West Bengal,Barddhaman,1.4560596e+19,3.759581e+19,1.4035544e+20
171,West Bengal,Bankura,1.3598013e+19,5.045775e+19,1.824297e+20
172,West Bengal,Puruliya,1.1075643e+19,3.5902665e+19,1.16897455e+20
173,West Bengal,Koch Bihar,1.0540708e+19,2.088009e+19,6.513498e+19
174,West Bengal,Paschim Medinipur,1.2286253e+19,3.5193443e+19,8.164289e+19
175,West Bengal,Hugli,1.4858958e+19,3.355762e+19,7.3300847e+19
176,West Bengal,Kolkata,3.5226472e+19,5.21451e+19,6.3787305e+19
177,West Bengal,Maldah,8.756474e+18,2.0239357e+19,6.512909e+19
178,West Bengal,South Twenty Four Parganas,9.416159e+18,2.8667736e+19,8.122737e+19
179,West Bengal,Darjiling,4.0987287e+18,1.4762339e+19,2.9826503e+19
180,West Bengal,Jalpaiguri,5.6506585e+18,1.786897e+19,5.2205296e+19
181,West Bengal,Uttar Dinajpur,1.1031071e+19,1.8118463e+19,2.889855e+19
182,West Bengal,Purba Medinipur,1.6174152e+19,3.757202e+19,7.831057e+19
183,West Bengal,Haora,1.8760448e+19,3.3563683e+19,7.810938e+19
184,West Bengal,North Twenty Four Parganas,1.2356548e+19,2.8304649e+19,5.997655e+19
185,West Bengal,Birbhum,1.1635996e+19,3.44626e+19,1.5963153e+20
186,Jharkhand,Jamtara,1.0421857e+19,3.0184262e+19,1.5221799e+20
187,Jharkhand,Saraikela-Kharsawan,9.944225e+18,3.3637482e+19,1.1910814e+20
188,Jharkhand,Simdega,1.0305708e+19,2.4398675e+19,7.380949e+19
189,Jharkhand,Latehar,8.6742254e+18,2.1953577e+19,6.7523212e+19
190,Jharkhand,Khunti,1.0255711e+19,2.0974565e+19,3.6583474e+19
191,Jharkhand,Pashchimi Singhbhum,9.013872e+18,2.183146e+19,4.7721707e+19
192,Jharkhand,Hazaribagh,9.773372e+18,2.5002105e+19,5.841002e+19
193,Jharkhand,Chatra,9.254009e+18,2.054903e+19,4.154267e+19
194,Jharkhand,Purbi Singhbhum,1.2524447e+19,4.3270027e+19,1.4729787e+20
195,Jharkhand,Kodarma,1.0619788e+19,2.7185746e+19,8.20176e+19
196,Jharkhand,Giridih,8.1067366e+18,2.3407092e+19,9.534325e+19
197,Jharkhand,Bokaro,1.2693157e+19,3.7916e+19,1.0162146e+20
198,Jharkhand,Deoghar,8.668185e+18,1.6793954e+19,6.739632e+19
199,Jharkhand,Gumla,8.0206157e+18,1.9396087e+19,6.3458943e+19
200,Jharkhand,Ramgarh,1.4670932e+19,2.5009718e+19,5.239122e+19
201,Jharkhand,Garhwa,1.0431582e+19,2.8272376e+19,8.882515e+19
202,Jharkhand,Ranchi,1.0635973e+19,2.2614713e+19,5.403345e+19
203,Jharkhand,Pakur,9.289003e+18,2.4652555e+19,8.659929e+19
204,Jharkhand,Lohardaga,7.963685e+18,1.8397961e+19,3.513709e+19
205,Jharkhand,Sahibganj,1.2450388e+19,3.6786477e+19,9.949072e+19
206,Jharkhand,Godda,1.0020193e+19,2.7030823e+19,1.0085169e+20
207,Jharkhand,Palamu,1.0318515e+19,2.1774748e+19,6.054361e+19
208,Bihar,Arwal,1.188534e+19,2.0037828e+19,3.014879e+19
209,Bihar,Bhagalpur,7.3459306e+18,2.9560843e+19,1.2332695e+20
210,Bihar,Purnia,6.843805e+18,1.6883112e+19,3.0633522e+19
211,Bihar,Madhepura,5.933972e+18,1.7051301e+19,6.13602e+19
212,Jharkhand,Dhanbad,9.038354e+18,4.391446e+19,1.12787665e+20
213,Jharkhand,Dumka,7.3805603e+18,1.8819747e+19,5.6782123e+19
214,Bihar,Kishanganj,1.0509875e+19,1.6858965e+19,2.4518003e+19
215,Bihar,Gaya,8.035119e+18,2.2962287e+19,4.3769654e+19
216,Bihar,Banka,7.988902e+18,1.7980263e+19,6.309181e+19
217,Bihar,Aurangabad,6.5020626e+18,1.8481093e+19,9.088247e+19
218,Bihar,Nawada,8.614057e+18,2.2414156e+19,8.201657e+19
219,Bihar,Araria,7.1422555e+18,1.56932e+19,2.529059e+19
220,Bihar,Pashchim Champaran,3.5260717e+18,1.5784877e+19,4.847944e+19
221,Bihar,Muzaffarpur,4.65079e+18,2.0372303e+19,5.8438792e+19
222,Bihar,Saran,6.384068e+18,2.0310423e+19,4.3010392e+19
223,Bihar,Sheikhpura,8.752831e+18,1.8655766e+19,2.9777095e+19
224,Bihar,Jehanabad,1.0104783e+19,2.0585947e+19,3.9712113e+19
225,Bihar,Saharsa,6.570052e+18,1.925288e+19,4.1875367e+19
226,Bihar,Gopalganj,7.456237e+18,2.3907486e+19,6.0592476e+19
227,Bihar,Vaishali,6.075905e+18,1.8635634e+19,3.974767e+19
228,Bihar,Siwan,8.8525376e+18,2.3866945e+19,5.8514166e+19
229,Bihar,Sheohar,3.827217e+18,1.5568187e+19,4.842773e+19
230,Bihar,Buxar,1.1635991e+19,2.090436e+19,5.493176e+19
231,Bihar,Madhubani,6.588685e+18,1.4780595e+19,3.6074704e+19
232,Bihar,Supaul,5.866112e+18,1.5405527e+19,2.6490815e+19
233,Bihar,Bhojpur,1.0782423e+19,2.1699946e+19,5.612597e+19
234,Bihar,Darbhanga,7.2728555e+18,1.9517508e+19,5.118431e+19
235,Bihar,Samastipur,6.428254e+18,2.2554926e+19,7.8035375e+19
236,Bihar,Kaimur (Bhabua),8.8792194e+18,2.2926768e+19,7.5200605e+19
237,Bihar,Rohtas,9.880249e+18,2.313558e+19,7.229832e+19
238,Bihar,Khagaria,6.1951587e+18,2.5803992e+19,7.562031e+19
239,Bihar,Munger,5.773754e+18,2.0548685e+19,4.645649e+19
240,Bihar,Sitamarhi,5.51919e+18,1.6388609e+19,4.5238795e+19
241,Bihar,Purba Champaran,3.9928034e+18,1.7196874e+19,6.5077503e+19
242,Bihar,Lakhisarai,7.5134737e+18,1.7430674e+19,2.711634e+19
243,Bihar,Jamui,6.0173176e+18,1.6994402e+19,3.7386685e+19
244,Bihar,Begusarai,6.9471697e+18,2.1886529e+19,7.911974e+19
245,Bihar,Nalanda,8.2424174e+18,1.8369027e+19,3.719197e+19
246,Bihar,Katihar,9.000919e+18,1.8817587e+19,2.9033016e+19
247,NCT of Delhi,West,4.123021e+19,6.143868e+19,7.1287997e+19
248,Haryana,Mewat,1.6671282e+19,3.798476e+19,5.9414543e+19
249,Haryana,Jhajjar,1.4303682e+19,3.7677875e+19,7.397487e+19
250,Haryana,Bhiwani,8.854282e+18,2.48997e+19,4.497423e+19
251,Haryana,Kaithal,1.3911473e+19,3.1393612e+19,1.1644767e+20
252,NCT of Delhi,New Delhi,,,
253,Haryana,Sonipat,1.6312787e+19,3.8382513e+19,1.0061811e+20
254,Haryana,Karnal,1.4809518e+19,4.1428644e+19,1.21981025e+20
255,Haryana,Kurukshetra,1.7991677e+19,4.441065e+19,1.0663004e+20
256,Haryana,Jind,1.5164169e+19,3.0135118e+19,7.969075e+19
257,Haryana,Panipat,1.7763357e+19,4.7465627e+19,8.700944e+19
258,Haryana,Mahendragarh,1.4590361e+19,2.3213615e+19,3.7062883e+19
259,Haryana,Fatehabad,9.354547e+18,2.540474e+19,4.4913585e+19
260,NCT of Delhi,East,,,
261,NCT of Delhi,South,4.9997494e+19,1.0058153e+20,1.5271662e+20
262,NCT of Delhi,North West,1.8909962e+19,5.1361104e+19,9.304964e+19
263,NCT of Delhi,South West,2.1966531e+19,6.6936293e+19,1.0603933e+20
264,Haryana,Faridabad,3.0600139e+19,1.1614695e+20,2.0004634e+20
265,Haryana,Sirsa,9.339532e+18,2.3338086e+19,4.7626142e+19
266,Haryana,Hisar,8.952428e+18,2.5210366e+19,5.6235846e+19
267,NCT of Delhi,Central,9.444018e+19,1.0868251e+20,1.3237899e+20
268,Haryana,Rewari,1.3402325e+19,3.4143385e+19,6.460997e+19
269,Haryana,Rohtak,1.60895e+19,3.505424e+19,7.6457435e+19
270,Haryana,Ambala,1.9904598e+19,5.959453e+19,1.3050302e+20
271,Chandigarh,Chandigarh,3.4220775e+19,5.4765135e+19,9.473973e+19
272,NCT of Delhi,North East,4.6487136e+19,6.367558e+19,7.963359e+19
273,Punjab,Patiala,1.4745955e+19,3.6120595e+19,1.4314399e+20
274,Punjab,Tarn Taran,6.697225e+18,3.5890674e+19,1.051368e+20
275,Punjab,Kapurthala,6.8183465e+18,2.7013406e+19,6.21179e+19
276,Punjab,Fatehgarh Sahib,1.9800507e+19,4.2235004e+19,1.3163186e+20
277,Punjab,Sangrur,1.1104876e+19,2.3219304e+19,4.8048104e+19
278,NCT of Delhi,North,,,
279,Haryana,Gurgaon,1.4137736e+19,4.8307206e+19,9.764106e+19
280,Haryana,Yamunanagar,1.769783e+19,4.085594e+19,8.528207e+19
281,Haryana,Palwal,2.3440238e+19,5.6388234e+19,1.3200123e+20
282,Haryana,Panchkula,2.348513e+19,5.5816914e+19,1.3403753e+20
283,Punjab,Pathankot,7.6484354e+18,1.6191851e+19,3.4706012e+19
284,Punjab,Gurdaspur,6.280915e+18,2.1628432e+19,6.2228985e+19
285,Punjab,Mansa,8.9743585e+18,2.6306036e+19,5.178584e+19
286,Punjab,Amritsar,7.160901e+18,3.5364918e+19,1.3925785e+20
287,Punjab,Faridkot,9.917375e+18,3.3827905e+19,6.4494005e+19
288,Punjab,Ludhiana,8.084346e+18,3.1208006e+19,8.362665e+19
289,Punjab,Bathinda,7.7278685e+18,2.8112476e+19,5.987911e+19
290,Punjab,Jalandhar,6.7806107e+18,2.5793401e+19,5.953458e+19
291,Punjab,Moga,7.227256e+18,2.720606e+19,5.2205577e+19
292,Punjab,Hoshiarpur,7.584589e+18,1.6626677e+19,3.8412103e+19
293,Punjab,Muktsar,1.0893012e+19,2.8965607e+19,5.372262e+19
294,Punjab,Rupnagar,1.8443774e+19,3.6735035e+19,8.238835e+19
295,Punjab,Firozpur,6.7591174e+18,3.8865317e+19,1.38699785e+20
296,Punjab,Fazilka,7.943306e+18,2.6823503e+19,1.0280574e+20
297,Punjab,Barnala,8.5971985e+18,2.3834683e+19,4.7112956e+19
298,Punjab,Sahibzada Ajit Singh Nagar,1.9484259e+19,5.8977953e+19,1.5972623e+20
299,Punjab,Shahid Bhagat Singh Nagar,1.173026e+19,2.6949153e+19,5.7908106e+19
300,Karnataka,Mandya,7.0732567e+18,1.4189889e+19,2.867025e+19
301,Karnataka,Mysore,5.596391e+18,1.3621183e+19,2.4021954e+19
302,Karnataka,Chikkaballapura,7.5974945e+18,1.2395418e+19,1.872434e+19
303,Karnataka,Yadgir,6.016439e+18,1.3679355e+19,5.82033e+19
304,Karnataka,Chikmagalur,1.7417802e+18,1.1600381e+19,2.9815257e+19
305,Karnataka,Chitradurga,4.634953e+18,1.1782147e+19,2.536894e+19
306,Karnataka,Haveri,5.2555084e+18,1.1631301e+19,2.3459127e+19
307,Karnataka,Dakshina Kannada,2.3164882e+17,1.4560449e+19,4.8756387e+19
308,Karnataka,Raichur,5.810316e+18,1.3644359e+19,5.5150245e+19
309,Karnataka,Kolar,7.0941645e+18,1.2148475e+19,1.8181412e+19
310,Karnataka,Bijapur,4.4968396e+18,1.1101249e+19,3.3181884e+19
311,Karnataka,Uttara Kannada,2.5086463e+18,9.30229e+18,2.171706e+19
312,Karnataka,Davanagere,5.9613855e+18,1.2520434e+19,2.3086184e+19
313,Karnataka,Dharwad,4.3306775e+18,9.930012e+18,1.7781354e+19
314,Karnataka,Bidar,6.647528e+18,1.2609036e+19,2.5522304e+19
315,Karnataka,Chamarajanagar,3.3609401e+18,1.2182072e+19,2.30033e+19
316,Karnataka,Gulbarga,5.828908e+18,1.6366302e+19,4.827681e+19
317,Karnataka,Gadag,5.5326655e+18,1.1534939e+19,4.0610642e+19
318,Karnataka,Udupi,3.6815327e+18,1.1989593e+19,3.961377e+19
319,Karnataka,Bagalkot,7.16327e+18,1.1479662e+19,3.0334622e+19
320,Karnataka,Hassan,5.792011e+18,1.2994276e+19,2.948043e+19
321,Karnataka,Shimoga,2.6213635e+18,1.1514825e+19,3.291732e+19
322,Karnataka,Bellary,4.9495725e+18,1.8445863e+19,1.5033886e+20
323,Karnataka,Kodagu,5.385842e+18,1.1470706e+19,2.68346e+19
324,Karnataka,Bangalore Rural,1.0431448e+19,1.998111e+19,5.210147e+19
325,Karnataka,Tumkur,4.2772707e+18,1.4209948e+19,3.1745619e+19
326,Karnataka,Belgaum,3.965458e+18,1.1407935e+19,2.0559075e+19
327,Karnataka,Koppal,5.0525836e+18,1.6585252e+19,1.19339805e+20
328,Karnataka,Bangalore,1.6624161e+19,3.966419e+19,1.021816e+20
329,Karnataka,Ramanagara,7.921924e+18,1.8296902e+19,4.617236e+19
330,Maharashtra,Washim,8.557277e+18,1.4918778e+19,2.4401404e+19
331,Maharashtra,Ahmadnagar,6.724709e+18,1.4177904e+19,2.262794e+19
332,Maharashtra,Latur,5.8717544e+18,1.154459e+19,2.0482732e+19
333,Maharashtra,Solapur,7.53431e+18,1.3763424e+19,3.4400128e+19
334,Maharashtra,Nashik,5.178791e+18,1.5449964e+19,3.347271e+19
335,Maharashtra,Osmanabad,6.2528396e+18,1.1747007e+19,2.5124039e+19
