,statename,distname,min_tropospheric_NO2_column_number_density,mean_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
67,Gujarat,Patan,5.393291e+18,1.4488061e+19,2.479364e+19
68,Gujarat,Bharuch,3.229945e+18,2.4212486e+19,7.48512e+19
69,Gujarat,Gir Somnath,3.0026178e+18,1.6316367e+19,4.6783494e+19
70,Gujarat,Junagadh,-8.5760945e+18,1.2195812e+19,5.26359e+19
71,Gujarat,Devbhumi Dwarka,3.0772876e+18,2.8284503e+19,1.4797227e+20
72,Gujarat,Navsari,7.9349676e+18,2.922334e+19,9.748701e+19
73,Gujarat,Surat,9.933979e+18,3.5615374e+19,9.368753e+19
74,Gujarat,Jamnagar,2.8423027e+18,2.7495377e+19,9.221139e+19
75,Gujarat,Tapi,1.0606739e+19,2.7601733e+19,7.013148e+19
76,Gujarat,Kheda,-3.0595934e+18,2.2001135e+19,6.638284e+19
77,Madhya Pradesh,Betul,-5.0397706e+17,1.267473e+19,3.6961733e+19
78,Madhya Pradesh,Hoshangabad,3.802754e+18,1.0848416e+19,3.4499416e+19
79,Madhya Pradesh,Sehore,1.356384e+18,8.8694074e+18,2.353695e+19
80,Madhya Pradesh,Jabalpur,1.4105787e+18,1.2997268e+19,4.3377563e+19
81,Madhya Pradesh,Narsimhapur,-2.3010116e+18,1.2395842e+19,4.4397615e+19
82,Madhya Pradesh,Panna,2.3097017e+18,1.3127829e+19,6.5715607e+19
83,Madhya Pradesh,Ujjain,1.234974e+18,1.0128922e+19,2.7998885e+19
84,Madhya Pradesh,Rewa,3.208119e+18,2.3794903e+19,1.0329035e+20
85,Madhya Pradesh,Dindori,4.4081483e+18,1.3253411e+19,9.267088e+19
86,Madhya Pradesh,Balaghat,5.5176e+18,1.2780413e+19,3.2992038e+19
87,Madhya Pradesh,Barwani,2.440993e+18,1.4056549e+19,3.4532608e+19
88,Gujarat,Porbandar,2.3233934e+18,1.1809951e+19,2.0881883e+19
89,Gujarat,Valsad,6.0051647e+18,2.197042e+19,5.013459e+19
90,Gujarat,Gandhinagar,3.3718987e+18,2.4214413e+19,7.916501e+19
91,Gujarat,Mahisagar,1.2959713e+18,1.4228227e+19,2.6636731e+19
92,Gujarat,Morbi,3.920667e+18,2.1509891e+19,7.845491e+19
93,Gujarat,Panch Mahals,-5.1420305e+18,1.7855209e+19,4.5662063e+19
94,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1.1593926e+19,2.3768598e+19,3.8887004e+19
95,Madhya Pradesh,Ashoknagar,8.979334e+17,1.0223916e+19,3.0939952e+19
96,Madhya Pradesh,Raisen,-2.5776892e+17,9.974553e+18,3.559197e+19
97,Madhya Pradesh,Chhindwara,4.1337564e+18,1.3305089e+19,3.939895e+19
98,Bihar,Patna,9.748528e+18,2.0935304e+19,5.8663955e+19
99,Madhya Pradesh,Satna,5.772112e+18,2.2072615e+19,9.455627e+19
100,Madhya Pradesh,Chhatarpur,3.9362569e+18,1.0862578e+19,2.4726695e+19
101,Madhya Pradesh,Indore,1.809863e+18,1.2532021e+19,5.1457685e+19
102,Madhya Pradesh,Ratlam,3.486393e+18,1.0814094e+19,2.0473124e+19
103,Madhya Pradesh,Harda,4.4448027e+18,1.221082e+19,4.506484e+19
104,Madhya Pradesh,Sagar,2.9745322e+18,1.0745136e+19,3.006553e+19
105,Madhya Pradesh,Neemuch,1.6451439e+18,1.4504564e+19,5.159079e+19
106,Madhya Pradesh,Tikamgarh,-3.2314375e+17,1.1414323e+19,5.747882e+19
107,Madhya Pradesh,Guna,2.5493777e+18,1.6406788e+19,8.28649e+19
108,Madhya Pradesh,Dewas,1.8950065e+18,1.0029729e+19,1.847427e+19
109,Madhya Pradesh,Mandsaur,3.0378148e+18,1.3578656e+19,4.8844784e+19
110,Madhya Pradesh,Khargone (West Nimar),1.1432659e+18,1.4235451e+19,5.125627e+19
111,Madhya Pradesh,Sheopur,6.439525e+17,1.080258e+19,4.436229e+19
112,Madhya Pradesh,Morena,3.8831208e+18,1.535318e+19,4.5905253e+19
113,Madhya Pradesh,Bhind,6.5776645e+18,1.8283629e+19,4.7882007e+19
114,Madhya Pradesh,Jhabua,-1.4255054e+18,1.1628084e+19,2.0579284e+19
115,Madhya Pradesh,Seoni,4.672895e+18,1.3548975e+19,4.349404e+19
116,Madhya Pradesh,Khandwa (East Nimar),2.763859e+18,1.4505992e+19,9.17952e+19
117,Madhya Pradesh,Umaria,4.904226e+18,1.9360729e+19,9.542323e+19
118,Madhya Pradesh,Gwalior,4.646622e+18,1.6818165e+19,3.97092e+19
119,Madhya Pradesh,Damoh,2.0482281e+18,1.2285692e+19,3.8405457e+19
120,Madhya Pradesh,Dhar,3.3118665e+18,1.2341105e+19,2.3911042e+19
121,Madhya Pradesh,Katni,4.760335e+18,1.8580414e+19,9.2402385e+19
122,Madhya Pradesh,Sidhi,5.3886257e+18,2.3545e+19,7.977167e+19
123,Madhya Pradesh,Alirajpur,5.607485e+18,1.2831113e+19,1.8363714e+19
124,Madhya Pradesh,Singrauli,5.302871e+18,3.573084e+19,3.2723658e+20
125,Madhya Pradesh,Bhopal,-7.231765e+17,1.0329325e+19,3.2472598e+19
126,Madhya Pradesh,Rajgarh,2.174805e+18,1.1324732e+19,2.8416341e+19
127,Madhya Pradesh,Mandla,3.031681e+18,1.0532161e+19,2.694266e+19
128,Madhya Pradesh,Shajapur,-3.253989e+18,1.0393211e+19,2.7236227e+19
129,Madhya Pradesh,Shivpuri,1.0949447e+18,9.930701e+18,4.139871e+19
130,Madhya Pradesh,Datia,5.974164e+18,1.858368e+19,3.4537393e+19
131,Madhya Pradesh,Shahdol,4.3243168e+18,1.9637663e+19,6.408349e+19
132,Madhya Pradesh,Vidisha,-9.846558e+17,1.0679861e+19,4.336657e+19
133,Andhra Pradesh,Prakasam,-2.8116497e+18,1.193701e+19,2.9735316e+19
134,Andhra Pradesh,Krishna,5.415044e+18,1.7617786e+19,1.2217037e+20
135,Madhya Pradesh,Burhanpur,5.5215797e+18,1.2571721e+19,2.2851819e+19
136,Madhya Pradesh,Anuppur,2.7070845e+18,2.1979068e+19,1.0409099e+20
137,Andhra Pradesh,East Godavari,3.883648e+18,1.2365964e+19,5.78661e+19
138,Andhra Pradesh,Visakhapatnam,4.326557e+18,1.684117e+19,1.16162515e+20
139,Andhra Pradesh,Sri Potti Sriramulu Nellore,3.0468322e+18,1.4930198e+19,8.017316e+19
140,Andhra Pradesh,Chittoor,3.708608e+18,1.199204e+19,4.134688e+19
141,Andhra Pradesh,Srikakulam,6.7941385e+18,1.2730902e+19,2.0379967e+19
142,Andhra Pradesh,Kurnool,2.8302262e+18,1.496862e+19,4.388727e+19
143,Andhra Pradesh,Guntur,5.6736306e+18,1.7673929e+19,1.0706972e+20
144,Andhra Pradesh,Vizianagaram,3.7944341e+18,1.5801452e+19,1.1855396e+20
145,Andhra Pradesh,Anantapur,3.8643667e+18,1.4043821e+19,6.7286307e+19
146,Andhra Pradesh,West Godavari,6.556592e+18,1.3373579e+19,3.5108732e+19
147,Andhra Pradesh,Kadapa(YSR),2.6491595e+18,1.4429456e+19,5.4466367e+19
148,Kerala,Kannur,3.9551066e+18,1.200872e+19,1.9281051e+19
149,Kerala,Pathanamthitta,6.759154e+17,1.022641e+19,1.87799e+19
150,Kerala,Alappuzha,3.3892877e+18,1.3067324e+19,2.8208004e+19
151,Kerala,Ernakulam,3.2884884e+18,1.594791e+19,4.279825e+19
152,Kerala,Kollam,4.4687058e+18,1.0726788e+19,1.908072e+19
153,Kerala,Kasaragod,3.4187387e+18,1.13873e+19,1.7533894e+19
154,Kerala,Idukki,-8.0991074e+16,9.899145e+18,3.735366e+19
155,Kerala,Kozhikode,3.656289e+18,1.3943493e+19,2.5630894e+19
156,Kerala,Kottayam,2.1638025e+18,1.2477453e+19,1.848798e+19
157,Kerala,Thrissur,4.1912273e+18,1.3277422e+19,2.0919697e+19
158,Kerala,Palakkad,2.1776606e+18,1.3621817e+19,2.5587412e+19
159,Kerala,Thiruvananthapuram,3.9543925e+18,1.1896994e+19,1.9854343e+19
160,Kerala,Malappuram,2.8236327e+18,1.4380717e+19,2.6020572e+19
161,Kerala,Wayanad,2.8447876e+18,9.930943e+18,1.5338796e+19
162,Lakshadweep,Lakshadweep,3.976471e+18,6.0471083e+18,7.7087145e+18
163,Sikkim,North District,-4.3564297e+17,3.650103e+18,9.1948287e+18
164,Sikkim,East District,-2.1688073e+17,6.1824324e+18,1.3223039e+19
165,West Bengal,Nadia,1.4878433e+19,2.7658714e+19,9.636575e+19
166,West Bengal,Dakshin Dinajpur,9.992589e+18,1.5232693e+19,2.7959178e+19
167,Sikkim,South District,1.1770486e+18,6.7579613e+18,1.4082013e+19
168,Sikkim,West District,5.2285186e+17,5.0667755e+18,1.2479915e+19
169,West Bengal,Murshidabad,1.1711844e+19,5.1062666e+19,2.8633436e+20
170,West Bengal,Barddhaman,1.6987549e+19,4.7881656e+19,1.648848e+20
171,West Bengal,Bankura,1.5982287e+19,5.5630877e+19,2.103861e+20
172,West Bengal,Puruliya,1.0413081e+19,3.5466933e+19,1.4075089e+20
173,West Bengal,Koch Bihar,7.318134e+18,1.4467653e+19,3.3140875e+19
174,West Bengal,Paschim Medinipur,9.87447e+18,3.1778965e+19,1.0303435e+20
175,West Bengal,Hugli,1.7307878e+19,3.95083e+19,9.447152e+19
176,West Bengal,Kolkata,6.346686e+19,1.0421304e+20,1.8940756e+20
177,West Bengal,Maldah,1.0879699e+19,2.7268843e+19,1.3841524e+20
178,West Bengal,South Twenty Four Parganas,8.267658e+18,3.0315886e+19,2.2993496e+20
179,West Bengal,Darjiling,1.637587e+18,1.1068326e+19,3.051273e+19
180,West Bengal,Jalpaiguri,2.2057297e+18,1.4116285e+19,2.8869296e+19
181,West Bengal,Uttar Dinajpur,1.0949513e+19,1.8722013e+19,6.6043996e+19
182,West Bengal,Purba Medinipur,1.3230477e+19,3.1162092e+19,1.0832647e+20
183,West Bengal,Haora,1.5020757e+19,4.568371e+19,9.3729434e+19
184,West Bengal,North Twenty Four Parganas,1.5110533e+19,2.9962996e+19,1.39650115e+20
185,West Bengal,Birbhum,1.2760184e+19,3.8268062e+19,1.4075603e+20
186,Jharkhand,Jamtara,1.1721379e+19,2.8006237e+19,1.2371647e+20
187,Jharkhand,Saraikela-Kharsawan,9.709596e+18,3.8020765e+19,1.5471795e+20
188,Jharkhand,Simdega,4.323769e+18,1.9033432e+19,5.6795383e+19
189,Jharkhand,Latehar,8.1996783e+18,2.7916457e+19,6.2685682e+19
190,Jharkhand,Khunti,7.8912417e+18,2.913711e+19,7.788289e+19
191,Jharkhand,Pashchimi Singhbhum,8.8324104e+18,2.7834814e+19,7.689195e+19
192,Jharkhand,Hazaribagh,6.580319e+18,1.8624368e+19,9.302136e+19
193,Jharkhand,Chatra,7.494476e+18,1.7248398e+19,6.547264e+19
194,Jharkhand,Purbi Singhbhum,9.541466e+18,4.340461e+19,2.5535894e+20
195,Jharkhand,Kodarma,1.0106049e+19,2.7682829e+19,1.134334e+20
196,Jharkhand,Giridih,7.936909e+18,2.5424823e+19,8.597616e+19
197,Jharkhand,Bokaro,9.931937e+18,4.069901e+19,1.5065352e+20
198,Jharkhand,Deoghar,8.0258736e+18,1.8027965e+19,5.159099e+19
199,Jharkhand,Gumla,7.0993613e+18,2.032244e+19,6.2728577e+19
200,Jharkhand,Ramgarh,1.2524892e+19,2.0431167e+19,3.0718532e+19
201,Jharkhand,Garhwa,7.2319806e+18,4.173827e+19,1.957589e+20
202,Jharkhand,Ranchi,7.7412e+18,2.3971827e+19,6.629976e+19
203,Jharkhand,Pakur,1.1015016e+19,2.5315052e+19,2.5571759e+20
204,Jharkhand,Lohardaga,9.069966e+18,2.4361785e+19,4.920128e+19
205,Jharkhand,Sahibganj,1.1954871e+19,3.9690373e+19,1.2182308e+20
206,Jharkhand,Godda,1.0376292e+19,2.2308847e+19,1.3708555e+20
207,Jharkhand,Palamu,8.3792715e+18,2.2908393e+19,1.19660475e+20
208,Bihar,Arwal,1.3699632e+19,1.8600942e+19,2.5696574e+19
209,Bihar,Bhagalpur,1.3535537e+19,3.5017904e+19,1.7482261e+20
210,Bihar,Purnia,8.9243994e+18,1.7924001e+19,8.74346e+19
211,Bihar,Madhepura,6.2627715e+18,2.5462895e+19,1.7193929e+20
212,Jharkhand,Dhanbad,1.4870386e+19,4.6143965e+19,1.2353432e+20
213,Jharkhand,Dumka,8.6982084e+18,2.0520537e+19,7.467503e+19
214,Bihar,Kishanganj,9.1712057e+18,1.836439e+19,7.0820107e+19
215,Bihar,Gaya,1.1498668e+19,2.9273804e+19,1.1266031e+20
216,Bihar,Banka,9.441352e+18,1.6496925e+19,3.807688e+19
217,Bihar,Aurangabad,2.9206883e+18,2.1049213e+19,1.39148764e+20
218,Bihar,Nawada,8.449247e+18,3.0251006e+19,1.1414357e+20
219,Bihar,Araria,6.041335e+18,1.404824e+19,2.3228982e+19
220,Bihar,Pashchim Champaran,1.9956594e+18,1.2563983e+19,2.546079e+19
221,Bihar,Muzaffarpur,8.279802e+18,2.1021198e+19,6.737781e+19
222,Bihar,Saran,8.636442e+18,1.8220069e+19,4.4477752e+19
223,Bihar,Sheikhpura,1.3540722e+19,2.050216e+19,3.5930778e+19
224,Bihar,Jehanabad,1.2493088e+19,1.7664532e+19,2.6789172e+19
225,Bihar,Saharsa,9.375967e+18,3.1795002e+19,1.6985972e+20
226,Bihar,Gopalganj,8.5242223e+18,1.5586807e+19,2.5999457e+19
227,Bihar,Vaishali,1.0536721e+19,2.2647532e+19,4.7810865e+19
228,Bihar,Siwan,3.9117375e+18,1.5534237e+19,3.3289181e+19
229,Bihar,Sheohar,8.8118204e+18,1.4445869e+19,1.9070334e+19
230,Bihar,Buxar,8.4148627e+18,1.6486381e+19,2.527336e+19
231,Bihar,Madhubani,5.454918e+18,1.2975049e+19,2.003608e+19
232,Bihar,Supaul,4.990367e+18,1.3116934e+19,4.253971e+19
233,Bihar,Bhojpur,9.577521e+18,1.7246436e+19,2.8299925e+19
234,Bihar,Darbhanga,8.897808e+18,1.7419226e+19,3.0842728e+19
235,Bihar,Samastipur,1.0063669e+19,1.9274989e+19,3.2384868e+19
236,Bihar,Kaimur (Bhabua),7.7624207e+18,2.1812807e+19,1.0096999e+20
237,Bihar,Rohtas,7.358187e+18,2.3846998e+19,1.2093307e+20
238,Bihar,Khagaria,1.1207629e+19,2.7940785e+19,1.5964212e+20
239,Bihar,Munger,1.2787625e+19,1.915885e+19,3.392867e+19
240,Bihar,Sitamarhi,7.316773e+18,1.4019151e+19,2.4897972e+19
241,Bihar,Purba Champaran,5.6524546e+18,1.4297125e+19,2.2491944e+19
242,Bihar,Lakhisarai,1.3221647e+19,2.0637143e+19,4.337486e+19
243,Bihar,Jamui,7.104632e+18,1.9849785e+19,6.495335e+19
244,Bihar,Begusarai,9.505431e+18,2.3003424e+19,3.960581e+19
245,Bihar,Nalanda,1.080308e+19,1.8588504e+19,3.2796422e+19
246,Bihar,Katihar,6.871056e+18,1.9351882e+19,4.6577085e+19
247,NCT of Delhi,West,3.355673e+19,9.214872e+19,2.1600187e+20
248,Haryana,Mewat,9.852485e+18,3.244341e+19,6.3236868e+19
249,Haryana,Jhajjar,1.090345e+19,3.9782055e+19,2.0347573e+20
250,Haryana,Bhiwani,4.1221452e+18,2.2695187e+19,6.600464e+19
251,Haryana,Kaithal,1.1572229e+19,3.513614e+19,1.1955256e+20
252,NCT of Delhi,New Delhi,,,
253,Haryana,Sonipat,1.335717e+19,4.023613e+19,1.2186277e+20
254,Haryana,Karnal,1.2585101e+19,3.5036936e+19,1.21461035e+20
255,Haryana,Kurukshetra,1.3219978e+19,3.6650569e+19,1.8970126e+20
256,Haryana,Jind,1.5764336e+19,2.9865447e+19,9.438935e+19
257,Haryana,Panipat,1.8380065e+19,4.9919402e+19,2.8253132e+20
258,Haryana,Mahendragarh,6.001343e+18,2.03535e+19,5.3530493e+19
259,Haryana,Fatehabad,1.2420455e+19,2.7880774e+19,5.8523573e+19
260,NCT of Delhi,East,,,
261,NCT of Delhi,South,4.7465833e+19,9.224564e+19,2.0921558e+20
262,NCT of Delhi,North West,1.8317318e+19,8.408765e+19,3.0403006e+20
263,NCT of Delhi,South West,1.8039609e+19,8.193234e+19,2.7554789e+20
264,Haryana,Faridabad,2.3807512e+19,8.920504e+19,2.6757884e+20
265,Haryana,Sirsa,8.0779695e+18,2.0135592e+19,3.700046e+19
266,Haryana,Hisar,9.501408e+18,2.6868845e+19,6.94022e+19
267,NCT of Delhi,Central,6.4258107e+19,1.4038287e+20,2.7483945e+20
268,Haryana,Rewari,7.4320856e+18,3.106134e+19,9.80742e+19
269,Haryana,Rohtak,1.3307887e+19,3.7670095e+19,1.2124367e+20
270,Haryana,Ambala,1.4282707e+19,3.378785e+19,7.342726e+19
271,Chandigarh,Chandigarh,1.2376185e+19,3.4380741e+19,5.960475e+19
272,NCT of Delhi,North East,3.112066e+19,9.601837e+19,2.5694327e+20
273,Punjab,Patiala,9.157656e+18,3.197141e+19,9.3088305e+19
274,Punjab,Tarn Taran,1.2632693e+19,4.5006846e+19,1.11311215e+20
275,Punjab,Kapurthala,1.0630432e+19,3.1441087e+19,6.8963876e+19
276,Punjab,Fatehgarh Sahib,1.1969196e+19,3.618367e+19,8.723721e+19
277,Punjab,Sangrur,8.939546e+18,2.5341584e+19,6.1826225e+19
278,NCT of Delhi,North,,,
279,Haryana,Gurgaon,1.7275619e+19,4.2845716e+19,1.2990544e+20
280,Haryana,Yamunanagar,1.1518575e+19,2.9177898e+19,7.2992645e+19
281,Haryana,Palwal,1.7042048e+19,4.222205e+19,1.0393151e+20
282,Haryana,Panchkula,1.2522806e+19,3.4877274e+19,7.0098603e+19
283,Punjab,Pathankot,3.1425857e+18,1.7354044e+19,2.8861206e+19
284,Punjab,Gurdaspur,8.1113584e+18,2.8684545e+19,8.452653e+19
285,Punjab,Mansa,9.637308e+18,2.8327767e+19,5.3991866e+19
286,Punjab,Amritsar,1.5022909e+19,3.6875307e+19,1.1919484e+20
287,Punjab,Faridkot,1.1120848e+19,3.3936508e+19,6.801662e+19
288,Punjab,Ludhiana,6.8444247e+18,3.3714848e+19,1.6350892e+20
289,Punjab,Bathinda,1.2610978e+19,2.882135e+19,6.818289e+19
290,Punjab,Jalandhar,1.4964332e+19,3.0687913e+19,1.2352525e+20
291,Punjab,Moga,8.0674956e+18,2.9155818e+19,6.2149886e+19
292,Punjab,Hoshiarpur,9.4432e+18,2.454124e+19,4.935291e+19
293,Punjab,Muktsar,9.540037e+18,2.6273277e+19,6.544952e+19
294,Punjab,Rupnagar,9.425609e+18,3.0354435e+19,5.7171464e+19
295,Punjab,Firozpur,1.1407721e+19,4.1836373e+19,8.853762e+19
296,Punjab,Fazilka,7.6918387e+18,2.25741e+19,5.747867e+19
297,Punjab,Barnala,8.3328704e+18,2.512461e+19,4.629927e+19
298,Punjab,Sahibzada Ajit Singh Nagar,1.2311886e+19,3.1056687e+19,7.0063617e+19
299,Punjab,Shahid Bhagat Singh Nagar,1.103724e+19,3.060336e+19,8.580953e+19
300,Karnataka,Mandya,5.7981443e+18,1.4228738e+19,3.1074844e+19
301,Karnataka,Mysore,3.9826675e+18,1.2924145e+19,2.5299527e+19
302,Karnataka,Chikkaballapura,6.287622e+18,1.2490509e+19,2.2646626e+19
303,Karnataka,Yadgir,5.9661255e+18,1.7386464e+19,4.946141e+19
304,Karnataka,Chikmagalur,2.6316742e+18,9.971895e+18,2.0447666e+19
305,Karnataka,Chitradurga,3.5169927e+18,1.2531819e+19,2.3640593e+19
306,Karnataka,Haveri,4.013134e+18,1.4271182e+19,2.154493e+19
307,Karnataka,Dakshina Kannada,2.6909934e+18,1.3035037e+19,5.1864197e+19
308,Karnataka,Raichur,6.8538035e+18,1.8108217e+19,1.0077141e+20
309,Karnataka,Kolar,5.1995355e+18,1.2115298e+19,2.3785383e+19
310,Karnataka,Bijapur,5.371677e+18,1.3320732e+19,3.4989257e+19
311,Karnataka,Uttara Kannada,6.4851285e+17,1.0439797e+19,2.2390292e+19
312,Karnataka,Davanagere,6.932435e+18,1.371991e+19,2.322758e+19
313,Karnataka,Dharwad,2.487564e+18,1.4207223e+19,2.6805918e+19
314,Karnataka,Bidar,7.8406724e+18,1.5957463e+19,2.3517474e+19
315,Karnataka,Chamarajanagar,2.7638792e+18,1.0637452e+19,2.1971328e+19
316,Karnataka,Gulbarga,6.523934e+18,2.2500716e+19,9.301147e+19
317,Karnataka,Gadag,3.567467e+18,1.5912394e+19,4.7523984e+19
318,Karnataka,Udupi,3.6405022e+18,1.1023107e+19,2.3832744e+19
319,Karnataka,Bagalkot,4.4413269e+18,1.5914738e+19,3.6095685e+19
320,Karnataka,Hassan,4.2049835e+18,1.2014724e+19,2.3302698e+19
321,Karnataka,Shimoga,2.5757926e+18,1.0854758e+19,2.1390708e+19
322,Karnataka,Bellary,6.5628403e+18,2.1931864e+19,1.1664902e+20
323,Karnataka,Kodagu,1.4310437e+18,9.757322e+18,2.0227205e+19
324,Karnataka,Bangalore Rural,1.0201458e+19,1.8398483e+19,4.226769e+19
325,Karnataka,Tumkur,4.7966756e+18,1.3260308e+19,3.1901844e+19
326,Karnataka,Belgaum,1.5436035e+18,1.7347221e+19,4.1459804e+19
327,Karnataka,Koppal,3.626593e+18,2.0085008e+19,7.613805e+19
328,Karnataka,Bangalore,5.330096e+18,3.4539667e+19,8.80903e+19
329,Karnataka,Ramanagara,3.6701918e+18,1.6503518e+19,5.613232e+19
330,Maharashtra,Washim,6.4799734e+18,1.4024437e+19,2.478541e+19
331,Maharashtra,Ahmadnagar,8.240067e+18,1.821599e+19,3.1152485e+19
332,Maharashtra,Latur,6.7445374e+18,1.3796674e+19,1.991945e+19
333,Maharashtra,Solapur,6.8892117e+18,1.9441938e+19,3.4052682e+19
