,statename,distname,min_tropospheric_NO2_column_number_density,mean_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
36,Jammu & Kashmir,Kupwara,-2.134983e+17,5.839338e+18,1.5198162e+19
37,Jammu & Kashmir,Samba,5.489263e+18,1.479144e+19,3.5343986e+19
38,Jammu & Kashmir,Bandipore,-2.6322872e+18,4.5899635e+18,1.8482656e+19
39,Jammu & Kashmir,Kathua,-4.816696e+18,8.082662e+18,2.5045773e+19
40,Ladakh,Kargil,-2.385814e+18,2.6389642e+18,7.860483e+18
41,Jammu & Kashmir,Kishtwar,-4.5077956e+18,3.6944083e+18,1.0335063e+19
42,Gujarat,Sabar Kantha,8.449722e+17,1.4924917e+19,5.03619e+19
43,Gujarat,Banas Kantha,2.2724408e+18,1.452941e+19,3.990099e+19
44,Gujarat,Surendranagar,3.9851068e+18,1.7789063e+19,5.068269e+19
45,Gujarat,Anand,8.5881424e+18,2.6846072e+19,8.271905e+19
46,Gujarat,Narmada,1.9477829e+18,1.1605123e+19,2.9928293e+19
47,Gujarat,Amreli,3.276967e+18,1.3317625e+19,3.042467e+19
48,Gujarat,Dohad,3.47837e+18,1.0379036e+19,2.1360127e+19
49,Jammu & Kashmir,Doda,-1.9118579e+18,5.5858423e+18,1.2981764e+19
50,Jammu & Kashmir,Pulwama,1.3179835e+18,8.586739e+18,1.7300972e+19
51,Gujarat,Vadodara,1.9825078e+18,2.3476497e+19,9.558149e+19
52,Gujarat,Aravali,3.0573848e+18,1.3237401e+19,2.1483e+19
53,Jammu & Kashmir,Ramban,8.600795e+17,7.9694225e+18,2.048753e+19
54,Jammu & Kashmir,Ganderbal,-5.5865537e+18,4.5380688e+18,2.0722586e+19
55,Jammu & Kashmir,Udhampur,2.0085584e+18,8.7678504e+18,2.057935e+19
56,Jammu & Kashmir,Badgam,2.2735833e+18,1.0524876e+19,4.839162e+19
57,Daman & Diu,Daman,1.6251887e+19,2.2097044e+19,2.9095747e+19
58,Daman & Diu,Diu,,,
59,Gujarat,Bhavnagar,3.6923618e+18,1.5507369e+19,3.0152923e+19
60,Gujarat,Ahmadabad,5.65392e+18,2.6253785e+19,1.0199913e+20
61,Gujarat,Chhota Udaipur,1.9006478e+18,1.1915475e+19,3.512335e+19
62,Gujarat,Batod,5.4157094e+18,1.6879877e+19,2.867629e+19
63,Gujarat,Rajkot,5.9382083e+18,1.7252726e+19,5.594202e+19
64,Gujarat,Kachchh,-2.0937585e+18,9.270224e+18,5.2109155e+19
65,Gujarat,The Dangs,5.707229e+18,1.2650879e+19,4.892174e+19
66,Gujarat,Mahesana,4.4324684e+18,1.8447764e+19,3.2149472e+19
67,Gujarat,Patan,5.81768e+18,1.5010136e+19,2.3673273e+19
68,Gujarat,Bharuch,1.3599316e+18,2.2570438e+19,7.8177485e+19
69,Gujarat,Gir Somnath,8.831617e+17,1.4323247e+19,4.2126332e+19
70,Gujarat,Junagadh,5.74824e+18,1.4810676e+19,5.2341917e+19
71,Gujarat,Devbhumi Dwarka,4.3691167e+18,3.8028105e+19,1.67929e+20
72,Gujarat,Navsari,7.301975e+18,2.4402277e+19,7.680236e+19
73,Gujarat,Surat,6.5485945e+18,2.7875654e+19,1.0222553e+20
74,Gujarat,Jamnagar,7.1807845e+18,2.1534562e+19,1.2491046e+20
75,Gujarat,Tapi,3.970087e+18,1.8435002e+19,1.3247791e+20
76,Gujarat,Kheda,8.2392327e+18,2.3906844e+19,6.677592e+19
77,Madhya Pradesh,Betul,3.02535e+17,9.535363e+18,4.1652526e+19
78,Madhya Pradesh,Hoshangabad,8.017223e+17,9.837271e+18,3.4075618e+19
79,Madhya Pradesh,Sehore,1.6638014e+17,9.068105e+18,2.5737722e+19
80,Madhya Pradesh,Jabalpur,4.7995404e+17,1.1692725e+19,4.079894e+19
81,Madhya Pradesh,Narsimhapur,1.5280949e+17,1.0429511e+19,3.5890608e+19
82,Madhya Pradesh,Panna,-8.063603e+17,1.5051645e+19,5.9654034e+19
83,Madhya Pradesh,Ujjain,3.3475724e+17,9.049825e+18,2.1173735e+19
84,Madhya Pradesh,Rewa,5.914438e+18,5.1035328e+19,2.6677737e+20
85,Madhya Pradesh,Dindori,-2.683934e+18,1.44719e+19,8.6659715e+19
86,Madhya Pradesh,Balaghat,-1.4309755e+18,1.2646365e+19,8.219276e+19
87,Madhya Pradesh,Barwani,3.4084833e+18,9.854393e+18,2.0900916e+19
88,Gujarat,Porbandar,6.438516e+18,1.9619743e+19,6.4552543e+19
89,Gujarat,Valsad,5.6962553e+18,1.6886377e+19,4.032957e+19
90,Gujarat,Gandhinagar,7.0920386e+18,2.3494853e+19,7.0417272e+19
91,Gujarat,Mahisagar,5.572253e+18,1.1819395e+19,2.326441e+19
92,Gujarat,Morbi,2.7652377e+18,1.9933293e+19,6.991036e+19
93,Gujarat,Panch Mahals,4.755796e+18,1.5292128e+19,5.4506266e+19
94,Dadra & Nagar Haveli,Dadra & Nagar Haveli,8.1601223e+18,1.9947078e+19,3.8361838e+19
95,Madhya Pradesh,Ashoknagar,-1.2929273e+18,1.3216236e+19,5.674277e+19
96,Madhya Pradesh,Raisen,-1.7956192e+18,1.0399963e+19,4.44103e+19
97,Madhya Pradesh,Chhindwara,5.273641e+17,1.0189768e+19,5.4722144e+19
98,Bihar,Patna,6.9407793e+18,2.7348122e+19,7.434775e+19
99,Madhya Pradesh,Satna,2.1162222e+18,3.1016253e+19,1.6242992e+20
100,Madhya Pradesh,Chhatarpur,2.6082664e+18,1.5367961e+19,1.787349e+20
101,Madhya Pradesh,Indore,2.5637214e+18,1.176563e+19,3.663021e+19
102,Madhya Pradesh,Ratlam,8.7700174e+17,8.9152993e+18,2.1695049e+19
103,Madhya Pradesh,Harda,4.0878047e+18,9.077273e+18,1.93773e+19
104,Madhya Pradesh,Sagar,-4.1902707e+18,1.0767515e+19,7.60683e+19
105,Madhya Pradesh,Neemuch,-1.5881904e+18,1.0756771e+19,3.974241e+19
106,Madhya Pradesh,Tikamgarh,9.1276995e+17,1.4802386e+19,5.9027823e+19
107,Madhya Pradesh,Guna,1.6680575e+18,1.5821856e+19,8.451507e+19
108,Madhya Pradesh,Dewas,5.1473015e+17,8.6498184e+18,2.2716069e+19
109,Madhya Pradesh,Mandsaur,-2.0226542e+18,1.0144221e+19,2.4588917e+19
110,Madhya Pradesh,Khargone (West Nimar),3.253094e+18,1.100359e+19,3.0034447e+19
111,Madhya Pradesh,Sheopur,-1.3017748e+19,1.492909e+19,5.697908e+19
112,Madhya Pradesh,Morena,-1.2545797e+19,1.6507165e+19,5.6764953e+19
113,Madhya Pradesh,Bhind,2.605588e+17,1.8816728e+19,8.233437e+19
114,Madhya Pradesh,Jhabua,1.2010321e+18,9.098863e+18,1.4518125e+19
115,Madhya Pradesh,Seoni,6.377701e+17,1.2806986e+19,5.853457e+19
116,Madhya Pradesh,Khandwa (East Nimar),1.5810911e+18,1.0863181e+19,5.1582123e+19
117,Madhya Pradesh,Umaria,-1.6434018e+18,1.9720168e+19,9.139833e+19
118,Madhya Pradesh,Gwalior,-1.4905149e+19,1.9945836e+19,8.353088e+19
119,Madhya Pradesh,Damoh,-5.4268674e+17,1.1354972e+19,4.1075934e+19
120,Madhya Pradesh,Dhar,3.3598678e+18,9.482128e+18,2.00648e+19
121,Madhya Pradesh,Katni,9.5009054e+17,1.4355516e+19,6.6730966e+19
122,Madhya Pradesh,Sidhi,3.196154e+18,3.460889e+19,1.5293663e+20
123,Madhya Pradesh,Alirajpur,3.5479874e+18,9.500087e+18,1.8197807e+19
124,Madhya Pradesh,Singrauli,3.6611445e+18,6.4206527e+19,3.9022414e+20
125,Madhya Pradesh,Bhopal,2.9466207e+17,1.3176232e+19,5.5245573e+19
126,Madhya Pradesh,Rajgarh,-1276965000000000.0,9.65901e+18,2.7962052e+19
127,Madhya Pradesh,Mandla,2.2273592e+17,1.0976695e+19,5.77696e+19
128,Madhya Pradesh,Shajapur,-6.844522e+17,8.367077e+18,1.9803726e+19
129,Madhya Pradesh,Shivpuri,-5.848474e+18,1.4973835e+19,6.2137e+19
130,Madhya Pradesh,Datia,-1.1228797e+19,2.1611633e+19,7.260821e+19
131,Madhya Pradesh,Shahdol,-1.866997e+18,2.688769e+19,1.398013e+20
132,Madhya Pradesh,Vidisha,-4.058433e+18,1.3868694e+19,7.4891255e+19
133,Andhra Pradesh,Prakasam,2.3123282e+18,8.9644244e+18,2.2429789e+19
134,Andhra Pradesh,Krishna,1.7972216e+18,1.4488548e+19,1.005567e+20
135,Madhya Pradesh,Burhanpur,3.0992973e+18,8.94656e+18,1.6346316e+19
136,Madhya Pradesh,Anuppur,-3.9783624e+18,2.9961703e+19,2.1375074e+20
137,Andhra Pradesh,East Godavari,3.4841242e+17,1.0141151e+19,3.3804764e+19
138,Andhra Pradesh,Visakhapatnam,-1.5839435e+18,1.7343478e+19,1.8391693e+20
139,Andhra Pradesh,Sri Potti Sriramulu Nellore,2.6738276e+18,1.1997289e+19,6.2582363e+19
140,Andhra Pradesh,Chittoor,2.3146306e+18,1.078617e+19,3.258807e+19
141,Andhra Pradesh,Srikakulam,1.4702742e+18,9.063208e+18,1.9556112e+19
142,Andhra Pradesh,Kurnool,2.5953076e+18,1.2407657e+19,4.9578237e+19
143,Andhra Pradesh,Guntur,1.9073127e+18,1.0817553e+19,3.997831e+19
144,Andhra Pradesh,Vizianagaram,3.8213337e+18,1.1691751e+19,4.00848e+19
145,Andhra Pradesh,Anantapur,2.7109222e+17,1.2246674e+19,5.1841815e+19
146,Andhra Pradesh,West Godavari,1.4055927e+18,1.1575348e+19,2.5681887e+19
147,Andhra Pradesh,Kadapa(YSR),1.9276906e+18,1.2359487e+19,5.1221554e+19
148,Kerala,Kannur,6.2118476e+18,1.2120485e+19,1.931501e+19
149,Kerala,Pathanamthitta,2.8621783e+18,1.1522808e+19,2.1178072e+19
150,Kerala,Alappuzha,7.589912e+18,1.4636295e+19,3.0597447e+19
151,Kerala,Ernakulam,7.492223e+18,1.7488685e+19,4.3587777e+19
152,Kerala,Kollam,2.610793e+18,1.2308038e+19,2.400768e+19
153,Kerala,Kasaragod,6.1222655e+18,1.101399e+19,1.8648214e+19
154,Kerala,Idukki,2.367742e+18,1.0823224e+19,2.0134248e+19
155,Kerala,Kozhikode,6.79704e+18,1.3161395e+19,1.9747763e+19
156,Kerala,Kottayam,6.1620326e+18,1.454992e+19,2.0767446e+19
157,Kerala,Thrissur,7.1622253e+18,1.4047687e+19,1.9404254e+19
158,Kerala,Palakkad,3.311684e+18,1.3319503e+19,2.1839479e+19
159,Kerala,Thiruvananthapuram,3.323606e+18,1.2477461e+19,2.646362e+19
160,Kerala,Malappuram,5.520117e+18,1.3598329e+19,1.9866165e+19
161,Kerala,Wayanad,5.77946e+18,1.119573e+19,1.8035884e+19
162,Lakshadweep,Lakshadweep,5.3452615e+18,7.3238733e+18,9.435084e+18
163,Sikkim,North District,1.1592236e+18,5.755503e+18,1.2890957e+19
164,Sikkim,East District,4.439514e+17,9.130427e+18,1.7827602e+19
165,West Bengal,Nadia,1.3514846e+19,3.3752876e+19,1.5130321e+20
166,West Bengal,Dakshin Dinajpur,1.1525014e+19,2.7729657e+19,1.0133846e+20
167,Sikkim,South District,1.6762901e+18,1.061149e+19,2.2250568e+19
168,Sikkim,West District,1.0047036e+18,9.471204e+18,2.4158003e+19
169,West Bengal,Murshidabad,1.6492899e+19,4.322276e+19,1.6139891e+20
170,West Bengal,Barddhaman,1.2500652e+19,4.971072e+19,2.1594169e+20
171,West Bengal,Bankura,6.905479e+18,4.4364643e+19,2.461068e+20
172,West Bengal,Puruliya,8.1346873e+18,3.2650198e+19,1.4368723e+20
173,West Bengal,Koch Bihar,8.271596e+18,1.9194995e+19,5.0165143e+19
174,West Bengal,Paschim Medinipur,6.7548585e+18,2.5294038e+19,9.5826265e+19
175,West Bengal,Hugli,1.6411737e+19,3.576637e+19,1.1666674e+20
176,West Bengal,Kolkata,3.720714e+19,8.792173e+19,1.4280445e+20
177,West Bengal,Maldah,1.1076127e+19,3.9937015e+19,1.2710069e+20
178,West Bengal,South Twenty Four Parganas,4.319039e+18,2.4649584e+19,1.9223868e+20
179,West Bengal,Darjiling,4.1468436e+18,1.5495409e+19,3.987396e+19
180,West Bengal,Jalpaiguri,6.5057036e+18,1.7276213e+19,6.1266705e+19
181,West Bengal,Uttar Dinajpur,8.3904216e+18,2.7684207e+19,9.301269e+19
182,West Bengal,Purba Medinipur,1.0136576e+19,2.8975353e+19,1.23411085e+20
183,West Bengal,Haora,1.8378668e+19,4.586741e+19,1.8793027e+20
184,West Bengal,North Twenty Four Parganas,1.3300014e+19,3.2103138e+19,1.522741e+20
185,West Bengal,Birbhum,7.7870393e+18,4.8902847e+19,2.5566242e+20
186,Jharkhand,Jamtara,8.278287e+18,4.064225e+19,1.3234089e+20
187,Jharkhand,Saraikela-Kharsawan,6.39531e+18,3.525951e+19,1.7396457e+20
188,Jharkhand,Simdega,3.3570077e+18,2.3583913e+19,1.1731949e+20
189,Jharkhand,Latehar,-8.36754e+18,1.6533686e+19,9.94041e+19
190,Jharkhand,Khunti,2.983643e+18,1.3831432e+19,5.7063114e+19
191,Jharkhand,Pashchimi Singhbhum,3.6151197e+18,1.6395159e+19,5.3910234e+19
192,Jharkhand,Hazaribagh,1.6343137e+18,2.9301906e+19,1.04203066e+20
193,Jharkhand,Chatra,5.022984e+18,2.7433094e+19,1.462348e+20
194,Jharkhand,Purbi Singhbhum,3.7767257e+18,3.2264168e+19,3.0044716e+20
195,Jharkhand,Kodarma,1.1913178e+19,3.5575596e+19,1.4685616e+20
196,Jharkhand,Giridih,8.8337227e+18,3.0739616e+19,1.2457332e+20
197,Jharkhand,Bokaro,9.425109e+18,4.4258967e+19,1.7689972e+20
198,Jharkhand,Deoghar,5.603857e+18,2.4077585e+19,9.633015e+19
199,Jharkhand,Gumla,1.7382047e+18,1.495715e+19,4.6893656e+19
200,Jharkhand,Ramgarh,1.1493618e+19,2.632318e+19,8.839222e+19
201,Jharkhand,Garhwa,-2.6974566e+18,4.815812e+19,4.4485586e+20
202,Jharkhand,Ranchi,4.0150096e+18,2.1397143e+19,1.4911383e+20
203,Jharkhand,Pakur,5.1779147e+18,2.7904325e+19,1.0351158e+20
204,Jharkhand,Lohardaga,1.6184623e+18,1.281132e+19,3.2674836e+19
205,Jharkhand,Sahibganj,9.318481e+18,4.27777e+19,1.13619485e+20
206,Jharkhand,Godda,2.9978575e+18,3.0500842e+19,1.0287345e+20
207,Jharkhand,Palamu,3.1947317e+17,3.540048e+19,2.60129e+20
208,Bihar,Arwal,6.175237e+18,2.6783606e+19,6.5959333e+19
209,Bihar,Bhagalpur,8.6857664e+18,4.3160823e+19,1.4798973e+20
210,Bihar,Purnia,1.1874388e+19,3.0979332e+19,1.6960854e+20
211,Bihar,Madhepura,9.425085e+18,2.9035826e+19,7.601993e+19
212,Jharkhand,Dhanbad,1.4550455e+19,4.8875e+19,1.50656e+20
213,Jharkhand,Dumka,2.6942532e+18,3.1169815e+19,2.967155e+20
214,Bihar,Kishanganj,7.371475e+18,1.8688758e+19,5.039064e+19
215,Bihar,Gaya,9.229991e+18,3.6494445e+19,1.877674e+20
216,Bihar,Banka,4.73576e+18,2.374172e+19,6.51769e+19
217,Bihar,Aurangabad,3.2076284e+18,2.0720209e+19,2.510094e+20
218,Bihar,Nawada,9.504473e+18,2.944226e+19,1.2998888e+20
219,Bihar,Araria,7.8910146e+18,1.9743972e+19,4.7090117e+19
220,Bihar,Pashchim Champaran,-4.3796575e+18,2.1520673e+19,1.0469727e+20
221,Bihar,Muzaffarpur,7.549443e+18,2.7792054e+19,7.065622e+19
222,Bihar,Saran,7.945698e+18,2.711718e+19,1.2883867e+20
223,Bihar,Sheikhpura,7.89629e+18,2.9291304e+19,1.212142e+20
224,Bihar,Jehanabad,5.3007076e+18,2.421385e+19,7.741356e+19
225,Bihar,Saharsa,1.1560994e+19,2.8369285e+19,8.534217e+19
226,Bihar,Gopalganj,5.516471e+18,2.8816744e+19,1.6856817e+20
227,Bihar,Vaishali,8.6121513e+18,2.6170939e+19,5.3262296e+19
228,Bihar,Siwan,7.720838e+18,3.1484109e+19,2.0237477e+20
229,Bihar,Sheohar,6.788978e+18,2.2755592e+19,6.8165085e+19
230,Bihar,Buxar,4.062302e+18,5.071889e+19,2.8379134e+20
231,Bihar,Madhubani,1.290807e+18,1.9795445e+19,6.1008294e+19
232,Bihar,Supaul,7.930204e+18,1.9551635e+19,5.7049757e+19
233,Bihar,Bhojpur,6.27657e+18,3.1391688e+19,2.2711447e+20
234,Bihar,Darbhanga,6.8112513e+18,2.3587678e+19,6.417354e+19
235,Bihar,Samastipur,8.4486825e+18,2.8942997e+19,8.653787e+19
236,Bihar,Kaimur (Bhabua),7.0991843e+18,3.8344237e+19,2.0150987e+20
237,Bihar,Rohtas,8.4413323e+18,4.5118345e+19,2.5060708e+20
238,Bihar,Khagaria,1.2989969e+19,3.1476254e+19,5.5629404e+19
239,Bihar,Munger,7.220835e+18,2.671517e+19,6.2208807e+19
240,Bihar,Sitamarhi,4.7080923e+18,2.1651686e+19,7.1245275e+19
241,Bihar,Purba Champaran,5.830624e+18,2.7607215e+19,1.3115973e+20
242,Bihar,Lakhisarai,6.558471e+18,2.3919497e+19,6.938365e+19
243,Bihar,Jamui,6.30581e+18,2.0716182e+19,4.6027056e+19
244,Bihar,Begusarai,9.039444e+18,3.17246e+19,9.450748e+19
245,Bihar,Nalanda,4.793373e+18,2.2243767e+19,4.915877e+19
246,Bihar,Katihar,1.1384253e+19,3.7036293e+19,1.6405083e+20
247,NCT of Delhi,West,1.8079275e+19,1.2967e+20,4.2012695e+20
248,Haryana,Mewat,1.3689058e+19,2.6353497e+19,6.4938564e+19
249,Haryana,Jhajjar,6.776677e+18,3.6698485e+19,2.417958e+20
250,Haryana,Bhiwani,4.2287253e+18,2.2543223e+19,8.380294e+19
251,Haryana,Kaithal,5.8536597e+18,2.2757219e+19,6.754221e+19
252,NCT of Delhi,New Delhi,,,
253,Haryana,Sonipat,8.162475e+18,4.7662268e+19,5.162755e+20
254,Haryana,Karnal,8.5911567e+18,2.7727851e+19,8.679179e+19
255,Haryana,Kurukshetra,8.952438e+18,2.5883904e+19,6.9386317e+19
256,Haryana,Jind,6.750209e+18,2.265802e+19,5.2257817e+19
257,Haryana,Panipat,1.0938771e+19,3.325897e+19,1.1987103e+20
258,Haryana,Mahendragarh,4.4869808e+18,1.828611e+19,3.842241e+19
259,Haryana,Fatehabad,7.185891e+18,2.1772545e+19,5.415931e+19
260,NCT of Delhi,East,,,
261,NCT of Delhi,South,4.2265627e+19,1.278687e+20,2.7233747e+20
262,NCT of Delhi,North West,1.5247355e+19,1.2458176e+20,4.981997e+20
263,NCT of Delhi,South West,1.8333709e+19,9.1034575e+19,4.0746895e+20
264,Haryana,Faridabad,2.1510973e+19,1.04739425e+20,2.7903023e+20
265,Haryana,Sirsa,6.4729585e+18,2.1650662e+19,5.2508673e+19
266,Haryana,Hisar,6.31363e+18,2.6867737e+19,1.09486465e+20
267,NCT of Delhi,Central,3.181532e+19,1.7367446e+20,3.266972e+20
268,Haryana,Rewari,7.824741e+18,2.3801396e+19,4.7317184e+19
269,Haryana,Rohtak,5.58686e+18,3.6821292e+19,2.5900333e+20
270,Haryana,Ambala,1.0803325e+19,2.7836272e+19,4.93731e+19
271,Chandigarh,Chandigarh,2.9290528e+19,5.2052e+19,7.965605e+19
272,NCT of Delhi,North East,1.9779792e+19,1.1710937e+20,3.5666373e+20
273,Punjab,Patiala,7.8471936e+18,2.6421909e+19,7.0589918e+19
274,Punjab,Tarn Taran,5.215487e+18,2.7727227e+19,1.2186829e+20
275,Punjab,Kapurthala,3.8428443e+18,2.258434e+19,6.369238e+19
276,Punjab,Fatehgarh Sahib,1.062186e+19,3.2303902e+19,6.1846887e+19
277,Punjab,Sangrur,7.9819047e+18,2.3660936e+19,6.481735e+19
278,NCT of Delhi,North,,,
279,Haryana,Gurgaon,1.3245412e+19,4.0207434e+19,1.1339496e+20
280,Haryana,Yamunanagar,1.1061741e+19,2.818743e+19,7.839242e+19
281,Haryana,Palwal,1.8226164e+19,3.954805e+19,9.723053e+19
282,Haryana,Panchkula,1.0882106e+19,3.0958566e+19,6.677141e+19
283,Punjab,Pathankot,2.5439692e+18,1.2268095e+19,2.4425794e+19
284,Punjab,Gurdaspur,6.2748865e+18,1.7038351e+19,5.6142625e+19
285,Punjab,Mansa,1.1834918e+19,2.791543e+19,7.256089e+19
286,Punjab,Amritsar,9.099524e+18,2.9060866e+19,1.0341322e+20
287,Punjab,Faridkot,4.702966e+18,1.7307073e+19,4.8986643e+19
288,Punjab,Ludhiana,7.3063174e+18,2.763009e+19,9.800083e+19
289,Punjab,Bathinda,5.594111e+18,2.3290816e+19,5.6667783e+19
290,Punjab,Jalandhar,6.3430364e+18,2.1881522e+19,6.3697743e+19
291,Punjab,Moga,7.212904e+18,1.824258e+19,3.6552382e+19
292,Punjab,Hoshiarpur,3.5870932e+18,1.6288273e+19,4.223743e+19
293,Punjab,Muktsar,6.2874346e+18,1.7910368e+19,3.9306595e+19
294,Punjab,Rupnagar,5.952552e+18,2.7619365e+19,5.9120542e+19
295,Punjab,Firozpur,6.7000533e+18,2.2280315e+19,6.8833637e+19
296,Punjab,Fazilka,5.309324e+18,1.9209865e+19,4.3522514e+19
297,Punjab,Barnala,1.1331658e+19,2.4374596e+19,7.906951e+19
298,Punjab,Sahibzada Ajit Singh Nagar,1.465623e+19,3.7566235e+19,7.405074e+19
299,Punjab,Shahid Bhagat Singh Nagar,7.7871625e+18,2.2961856e+19,4.979375e+19
300,Karnataka,Mandya,3.2654333e+18,1.2803269e+19,2.4869799e+19
301,Karnataka,Mysore,4.153792e+18,1.2826909e+19,2.2931898e+19
302,Karnataka,Chikkaballapura,6.9976735e+18,1.2300979e+19,1.9159254e+19
303,Karnataka,Yadgir,6.0188317e+18,1.7182222e+19,7.162305e+19
304,Karnataka,Chikmagalur,2.8456584e+18,8.824051e+18,1.7436172e+19
305,Karnataka,Chitradurga,3.9184857e+18,1.1341917e+19,1.9594065e+19
306,Karnataka,Haveri,5.576953e+18,1.2636985e+19,2.0811026e+19
307,Karnataka,Dakshina Kannada,4.838078e+18,1.1508931e+19,3.7050925e+19
308,Karnataka,Raichur,6.9009836e+18,1.3752429e+19,6.5852395e+19
309,Karnataka,Kolar,1.1993803e+18,1.1341581e+19,2.1034632e+19
310,Karnataka,Bijapur,2.600093e+18,1.0573671e+19,3.8098645e+19
311,Karnataka,Uttara Kannada,3.1077842e+18,1.0339239e+19,2.1452083e+19
312,Karnataka,Davanagere,3.338211e+18,1.3022313e+19,2.2849376e+19
313,Karnataka,Dharwad,5.9765824e+18,1.1161973e+19,1.7456151e+19
314,Karnataka,Bidar,5.28835e+18,1.3677686e+19,2.760639e+19
315,Karnataka,Chamarajanagar,5.039407e+18,1.132655e+19,1.810181e+19
316,Karnataka,Gulbarga,5.6876197e+18,1.6595414e+19,4.9019632e+19
317,Karnataka,Gadag,4.2818067e+18,1.1503074e+19,2.5101043e+19
318,Karnataka,Udupi,2.865521e+18,1.0574152e+19,2.0777918e+19
319,Karnataka,Bagalkot,6.8886586e+18,1.4629247e+19,2.9378322e+19
320,Karnataka,Hassan,3.243462e+18,1.0708645e+19,1.9041958e+19
321,Karnataka,Shimoga,3.195994e+18,9.774975e+18,1.7833475e+19
322,Karnataka,Bellary,7.349683e+18,1.843429e+19,1.3587142e+20
323,Karnataka,Kodagu,2.2887791e+18,9.781904e+18,2.0463424e+19
324,Karnataka,Bangalore Rural,8.505863e+18,1.6299258e+19,3.8171714e+19
325,Karnataka,Tumkur,2.7325374e+18,1.1805981e+19,2.5094358e+19
326,Karnataka,Belgaum,3.2501143e+18,1.3071891e+19,2.9468191e+19
327,Karnataka,Koppal,7.1713744e+18,1.8722792e+19,9.8738405e+19
328,Karnataka,Bangalore,6.717716e+18,2.8477564e+19,7.3118526e+19
329,Karnataka,Ramanagara,3.9597985e+18,1.4487281e+19,3.804723e+19
330,Maharashtra,Washim,4.811361e+18,9.9657e+18,1.6147486e+19
331,Maharashtra,Ahmadnagar,5.314338e+18,1.3791732e+19,2.7560924e+19
332,Maharashtra,Latur,4.410093e+18,1.1645738e+19,2.0189169e+19
333,Maharashtra,Solapur,6.6982177e+18,1.3718427e+19,2.215513e+19
